id,name,category,subcategory,rarity,professions,region,short_uses,file_name
62143,Glimmering Ink 62143,Trinket,Charm,Common,Tailoring,Bramblefold hedges,Minor passive charm with low-power utility.,item_62143.png
62144,Stormkissed Gizmo 62144,Toy,Whistle,Common,Cooking,Emberford outskirts,Harmless fun item with small social value.,item_62144.png
62145,Frostbound Hook 62145,Map,Trail Map,Rare,Enchanting,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_62145.png
62146,Glimmering Cog 62146,Trophy,Claw,Common,Enchanting,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_62146.png
62147,Lanternlit Knife 62147,Trophy,Fang,Common,Tailoring,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_62147.png
62148,Mireborn Shard 62148,Material,Wood Plank,Uncommon,Jewelry,Saltmarrow strand,Core trade material used in many early recipes.,item_62148.png
62149,Hearthworn Tonic 62149,World Object,Marker,Common,Enchanting,Frost Caverns,Placeable/interactive world piece for events.,item_62149.png
62150,Saltstained Hook 62150,Trophy,Horn,Uncommon,Fishing,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_62150.png
62151,Hearthworn Seal 62151,Trinket,Stone,Common,Jewelry,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_62151.png
62152,Mireborn Seal 62152,Map,Cave Map,Rare,Leatherworking,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_62152.png
62153,Rivercut Cairn 62153,Tool,Rope,Common,Enchanting,Deepwatch,Utility item for travel salvage and exploration.,item_62153.png
62154,Ashen Tonic 62154,Tool,Hammer,Common,Mining,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_62154.png
62155,Mireborn Charm 62155,World Object,Totem,Common,Cooking,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_62155.png
62156,Ashen Totem Ring 62156,Gear,Ring,Common,Leatherworking,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_62156.png
62157,Glimmering Tonic 62157,Map,Trail Map,Common,None,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_62157.png
62158,Mireborn Fillet 62158,Profession Tool,Fishing Kit,Uncommon,Leatherworking,Glimmerdeep canals,Starter kit enabling profession actions.,item_62158.png
62159,Rivercut Lantern 62159,Toy,Wooden Doll,Common,Engineering,Bramblefold hedges,Harmless fun item with small social value.,item_62159.png
62160,Mireborn Cog 62160,Quest,Quest Item,Uncommon,Mining,Saltmarrow strand,Objective item for contracts and errands.,item_62160.png
62161,Frostbound Totem 62161,Tool,Rope,Rare,Tailoring,Frost Caverns,Utility item for travel salvage and exploration.,item_62161.png
62162,Bramble Gizmo 62162,Document,Notice,Common,Engineering,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_62162.png
62163,Pilgrim's Cairn 62163,Profession Tool,Fishing Kit,Rare,Alchemy,Emberford outskirts,Starter kit enabling profession actions.,item_62163.png
62164,Pilgrim's Carving 62164,Curio,Oddity,Common,Mining,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_62164.png
62165,Cinder Balm 62165,Alchemy,Distillate,Uncommon,Jewelry,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_62165.png
62166,Mireborn Ledger 62166,Curio,Oddity,Uncommon,Tailoring,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_62166.png
62167,Cinder Ledger 62167,Document,Letter,Common,Smithing,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_62167.png
62168,Bramble Ration 62168,Profession Tool,Jeweler Kit,Common,Leatherworking,Frost Caverns,Starter kit enabling profession actions.,item_62168.png
62169,Lanternlit Knife 62169,Key,Salt Key,Uncommon,Fishing,Ashen Ridge terraces,Basic key used for side doors and caches.,item_62169.png
62170,Oathforged Compass 62170,Toy,Spin Top,Common,Tailoring,Ashen Ridge terraces,Harmless fun item with small social value.,item_62170.png
62171,Market Rivet 62171,Document,Map Scrap,Common,Enchanting,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_62171.png
62172,Stormkissed Compass 62172,Map,Cave Map,Rare,Herbalism,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_62172.png
62173,Ashen Seal 62173,Toy,Wooden Doll,Uncommon,Herbalism,Duskhollow bogs,Harmless fun item with small social value.,item_62173.png
62174,Glimmering Talisman 62174,Key,Iron Key,Common,Leatherworking,Frostbriar trails,Basic key used for side doors and caches.,item_62174.png
62175,Dusk Shard 62175,Toy,Whistle,Rare,Engineering,Bramblefold hedges,Harmless fun item with small social value.,item_62175.png
62176,Mireborn Lantern Shield 62176,Gear,Shield,Common,Leatherworking,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_62176.png
62177,Ashen Hook 62177,World Object,Totem,Common,Smithing,Duskhollow bogs,Placeable/interactive world piece for events.,item_62177.png
62178,Lanternlit Rivet 62178,World Object,Marker,Rare,Mining,Glimmerdeep shore,Placeable/interactive world piece for events.,item_62178.png
62179,Bramble Fillet 62179,Trinket,Charm,Common,None,Frostbriar trails,Minor passive charm with low-power utility.,item_62179.png
62180,Pilgrim's Spice 62180,Trinket,Sigil,Rare,Alchemy,Glimmerdeep canals,Minor passive charm with low-power utility.,item_62180.png
62181,Bramble Lantern 62181,Profession Tool,Fishing Kit,Common,Engineering,Ashen Ridge terraces,Starter kit enabling profession actions.,item_62181.png
62182,Saltstained Cog 62182,Consumable,Salve,Uncommon,Mining,Duskhollow bogs,Everyday field supply that reduces downtime.,item_62182.png
62183,Warden's Token 62183,Profession Tool,Fishing Kit,Uncommon,Cooking,Saltmarrow strand,Starter kit enabling profession actions.,item_62183.png
62184,Lanternlit Rivet 62184,Tool,Saw,Uncommon,Jewelry,Bramblefold hedges,Utility item for travel salvage and exploration.,item_62184.png
62185,Oathforged Pouch 62185,Map,Trail Map,Common,Enchanting,Emberford markets,Simple navigation aid that points to micro-locations.,item_62185.png
62186,Mireborn Fillet 62186,Trophy,Scale,Common,None,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_62186.png
62187,Saltstained Token 62187,Alchemy,Distillate,Common,Smithing,Duskhollow bogs,Reliable reagent for low to mid-tier mixtures.,item_62187.png
62188,Stormkissed Cog 62188,Trinket,Charm,Common,Enchanting,Glimmerdeep canals,Minor passive charm with low-power utility.,item_62188.png
62189,Frostbound Needle 62189,Tool,Hammer,Uncommon,Herbalism,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_62189.png
62190,Pilgrim's Shard 62190,World Object,Cairn,Common,Leatherworking,Emberford markets,Placeable/interactive world piece for events.,item_62190.png
62191,Glimmering Gizmo 62191,Map,Cave Map,Common,Fishing,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_62191.png
62192,Ashen Gizmo 62192,Document,Map Scrap,Common,Smithing,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_62192.png
62193,Saltstained Totem 62193,Profession Tool,Jeweler Kit,Common,Herbalism,Emberford markets,Starter kit enabling profession actions.,item_62193.png
62194,Hearthworn Totem 62194,Curio,Token,Common,Cooking,Glimmerdeep shore,Flavor drop that feeds quests vendors and collectors.,item_62194.png
62195,Rivercut Hook 62195,Curio,Oddity,Common,Alchemy,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_62195.png
62196,Warden's Band 62196,Curio,Figurine,Uncommon,Engineering,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_62196.png
62197,Glimmering Knot 62197,Trophy,Fang,Common,Enchanting,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_62197.png
62198,Ashen Talisman 62198,Tool,Chisel,Uncommon,Tailoring,Emberford markets,Utility item for travel salvage and exploration.,item_62198.png
62199,Cinder Charm 62199,Alchemy,Essence,Common,Enchanting,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_62199.png
62200,Warden's Gizmo 62200,Trophy,Fang,Uncommon,Cooking,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_62200.png
62201,Oathforged Band 62201,Profession Tool,Leather Kit,Rare,Tailoring,Ashen Ridge terraces,Starter kit enabling profession actions.,item_62201.png
62202,Bramble Shard 62202,Material,Leather,Common,Fishing,Ashen Ridge terraces,Core trade material used in many early recipes.,item_62202.png
62203,Dusk Pouch 62203,Trinket,Sigil,Uncommon,Smithing,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_62203.png
62204,Glimmering Cairn 62204,Toy,Whistle,Uncommon,Tailoring,Glimmerdeep canals,Harmless fun item with small social value.,item_62204.png
62205,Rivercut Buckle 62205,Curio,Relic,Uncommon,Smithing,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_62205.png
62206,Hearthworn Talisman 62206,Map,Trail Map,Common,Jewelry,Deepwatch,Simple navigation aid that points to micro-locations.,item_62206.png
62207,Stormkissed Compass 62207,Alchemy,Distillate,Common,Alchemy,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_62207.png
62208,Mireborn Knot 62208,Ingredient,Spice,Common,Enchanting,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_62208.png
62209,Oathforged Ration 62209,Quest,Quest Item,Common,Alchemy,Emberford outskirts,Objective item for contracts and errands.,item_62209.png
62210,Mireborn Pike 62210,Curio,Oddity,Uncommon,Enchanting,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_62210.png
62211,Bramble Cairn 62211,Material,Cloth Bolt,Rare,Herbalism,Saltmarrow tidepools,Core trade material used in many early recipes.,item_62211.png
62212,Stormkissed Needle 62212,Map,Cave Map,Common,None,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_62212.png
62213,Stormkissed Hook 62213,Key,Copper Key,Common,Jewelry,Saltmarrow strand,Basic key used for side doors and caches.,item_62213.png
62214,Hearthworn Ink 62214,Document,Field Note,Uncommon,Enchanting,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_62214.png
62215,Oathforged Ink 62215,Trophy,Fang,Rare,Enchanting,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_62215.png
62216,Oathforged Balm 62216,Tool,Knife,Common,Tailoring,Frostbriar trails,Utility item for travel salvage and exploration.,item_62216.png
62217,Dusk Seal 62217,Trophy,Horn,Common,Jewelry,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_62217.png
62218,Ashen Ink 62218,Key,Salt Key,Common,Alchemy,Glimmerdeep shore,Basic key used for side doors and caches.,item_62218.png
62219,Saltstained Talisman 62219,Map,Cave Map,Common,Jewelry,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_62219.png
62220,Bramble Knot Bow 62220,Gear,Bow,Uncommon,Fishing,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_62220.png
62221,Dusk Stitch 62221,Tool,Rope,Common,Cooking,Bramblefold hedges,Utility item for travel salvage and exploration.,item_62221.png
62222,Pilgrim's Balm 62222,Curio,Token,Uncommon,Alchemy,Emberford markets,Flavor drop that feeds quests vendors and collectors.,item_62222.png
62223,Cinder Balm 62223,World Object,Totem,Uncommon,Enchanting,Deepwatch,Placeable/interactive world piece for events.,item_62223.png
62224,Oathforged Totem 62224,Map,Trail Map,Uncommon,Tailoring,Deepwatch,Simple navigation aid that points to micro-locations.,item_62224.png
62225,Market Fillet 62225,Key,Bone Key,Common,Alchemy,Frost Caverns,Basic key used for side doors and caches.,item_62225.png
62226,Hearthworn Seal 62226,Consumable,Potion,Common,Enchanting,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_62226.png
62227,Hearthworn Carving 62227,Alchemy,Phial,Common,Enchanting,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_62227.png
62228,Hearthworn Seal 62228,Tool,Torch,Common,Jewelry,Deepwatch,Utility item for travel salvage and exploration.,item_62228.png
62229,Glimmering Talisman 62229,World Object,Marker,Uncommon,Mining,Emberford outskirts,Placeable/interactive world piece for events.,item_62229.png
62230,Glimmering Band 62230,Profession Tool,Tailor Kit,Common,Leatherworking,Saltmarrow strand,Starter kit enabling profession actions.,item_62230.png
62231,Bramble Pouch 62231,Toy,Spin Top,Common,Enchanting,Glimmerdeep canals,Harmless fun item with small social value.,item_62231.png
62232,Glimmering Tonic 62232,Document,Ledger,Common,Enchanting,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_62232.png
62233,Stormkissed Stitch Shield 62233,Gear,Shield,Uncommon,None,Deepwatch,Baseline leveling piece with steady stats and simple flavor.,item_62233.png
62234,Rivercut Band 62234,Quest,Quest Item,Common,Leatherworking,Emberford markets,Objective item for contracts and errands.,item_62234.png
62235,Cinder Cairn 62235,Quest,Quest Item,Common,Fishing,Saltmarrow tidepools,Objective item for contracts and errands.,item_62235.png
62236,Ashen Fillet 62236,Trophy,Fang,Rare,Cooking,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_62236.png
62237,Mireborn Hook 62237,Quest,Quest Item,Common,Tailoring,Emberford outskirts,Objective item for contracts and errands.,item_62237.png
62238,Pilgrim's Needle 62238,Map,Ruin Sketch,Common,Enchanting,Frost Caverns,Simple navigation aid that points to micro-locations.,item_62238.png
62239,Rivercut Totem 62239,Tool,Lockpick,Rare,Engineering,Frost Caverns,Utility item for travel salvage and exploration.,item_62239.png
62240,Oathforged Buckle 62240,Key,Iron Key,Uncommon,None,Ashen Ridge terraces,Basic key used for side doors and caches.,item_62240.png
62241,Frostbound Cairn 62241,Alchemy,Phial,Common,Mining,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_62241.png
62242,Dusk Ration 62242,Curio,Token,Common,Tailoring,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_62242.png
62243,Saltstained Rivet 62243,Material,Leather,Common,Smithing,Bramblefold hedges,Core trade material used in many early recipes.,item_62243.png
62244,Warden's Spice 62244,Curio,Charm,Common,Engineering,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_62244.png
62245,Market Rivet 62245,Trophy,Claw,Uncommon,Alchemy,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_62245.png
62246,Rivercut Stitch 62246,Trophy,Claw,Common,None,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_62246.png
62247,Pilgrim's Tonic 62247,Document,Notice,Common,Engineering,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_62247.png
62248,Saltstained Tonic 62248,Trinket,Charm,Uncommon,Enchanting,Glimmerdeep canals,Minor passive charm with low-power utility.,item_62248.png
62249,Hearthworn Talisman 62249,Key,Salt Key,Common,Herbalism,Bramblefold hedges,Basic key used for side doors and caches.,item_62249.png
62250,Rivercut Seal 62250,Quest,Quest Item,Common,Engineering,Emberford markets,Objective item for contracts and errands.,item_62250.png
62251,Hearthworn Brew 62251,Alchemy,Catalyst,Rare,Smithing,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_62251.png
62252,Bramble Band 62252,Curio,Oddity,Common,None,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_62252.png
62253,Stormkissed Tonic 62253,Quest,Quest Item,Uncommon,Enchanting,Glimmerdeep shore,Objective item for contracts and errands.,item_62253.png
62254,Dusk Brew 62254,Trinket,Stone,Common,Jewelry,Glimmerdeep canals,Minor passive charm with low-power utility.,item_62254.png
62255,Rivercut Ration 62255,Toy,Dice,Common,Enchanting,Saltmarrow tidepools,Harmless fun item with small social value.,item_62255.png
62256,Saltstained Skein 62256,Profession Tool,Tailor Kit,Uncommon,Herbalism,Saltmarrow strand,Starter kit enabling profession actions.,item_62256.png
62257,Hearthworn Tonic 62257,Document,Letter,Common,Engineering,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_62257.png
62258,Ashen Talisman 62258,Curio,Token,Common,Fishing,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_62258.png
62259,Saltstained Ledger 62259,Profession Tool,Alchemy Kit,Common,Alchemy,Emberford outskirts,Starter kit enabling profession actions.,item_62259.png
62260,Hearthworn Gizmo 62260,Alchemy,Catalyst,Common,Engineering,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_62260.png
62261,Lanternlit Gizmo 62261,Tool,Hammer,Common,None,Emberford markets,Utility item for travel salvage and exploration.,item_62261.png
62262,Lanternlit Tonic 62262,Toy,Whistle,Uncommon,Tailoring,Emberford outskirts,Harmless fun item with small social value.,item_62262.png
62263,Stormkissed Hook 62263,Consumable,Tonic,Common,Cooking,Emberford outskirts,Everyday field supply that reduces downtime.,item_62263.png
62264,Bramble Ink 62264,Alchemy,Essence,Uncommon,Fishing,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_62264.png
62265,Ashen Band 62265,Consumable,Salve,Common,Alchemy,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_62265.png
62266,Bramble Fillet 62266,Key,Copper Key,Common,Enchanting,Bramblefold hedges,Basic key used for side doors and caches.,item_62266.png
62267,Warden's Seal 62267,Curio,Trinket Bit,Common,Enchanting,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_62267.png
62268,Pilgrim's Spice 62268,Tool,Saw,Common,Tailoring,Emberford markets,Utility item for travel salvage and exploration.,item_62268.png
62269,Dusk Ledger 62269,Curio,Trinket Bit,Common,Fishing,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_62269.png
62270,Hearthworn Lantern 62270,Tool,Torch,Common,Cooking,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_62270.png
62271,Glimmering Stitch 62271,Trinket,Charm,Common,Alchemy,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_62271.png
62272,Cinder Fillet 62272,Tool,Lockpick,Common,Mining,Frostbriar trails,Utility item for travel salvage and exploration.,item_62272.png
62273,Warden's Ink 62273,Tool,Lockpick,Common,Leatherworking,Emberford outskirts,Utility item for travel salvage and exploration.,item_62273.png
62274,Ashen Carving 62274,World Object,Cache,Common,Alchemy,Bramblefold hedges,Placeable/interactive world piece for events.,item_62274.png
62275,Ashen Skein 62275,Key,Copper Key,Uncommon,None,Deepwatch,Basic key used for side doors and caches.,item_62275.png
62276,Stormkissed Talisman 62276,World Object,Cairn,Uncommon,Enchanting,Emberford outskirts,Placeable/interactive world piece for events.,item_62276.png
62277,Saltstained Talisman 62277,Toy,Spin Top,Common,Smithing,Frostbriar trails,Harmless fun item with small social value.,item_62277.png
62278,Pilgrim's Brew 62278,Trophy,Claw,Common,None,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_62278.png
62279,Mireborn Spice 62279,Tool,Torch,Common,None,Frostbriar trails,Utility item for travel salvage and exploration.,item_62279.png
62280,Oathforged Knife 62280,Toy,Spin Top,Common,Fishing,Frostbriar trails,Harmless fun item with small social value.,item_62280.png
62281,Cinder Carving 62281,World Object,Totem,Common,Jewelry,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_62281.png
62282,Mireborn Shard 62282,Alchemy,Reagent,Common,Tailoring,Duskhollow bogs,Reliable reagent for low to mid-tier mixtures.,item_62282.png
62283,Stormkissed Stitch 62283,Trinket,Sigil,Common,Alchemy,Saltmarrow strand,Minor passive charm with low-power utility.,item_62283.png
62284,Market Brew 62284,Profession Tool,Leather Kit,Common,Alchemy,Glimmerdeep shore,Starter kit enabling profession actions.,item_62284.png
62285,Saltstained Tonic 62285,Quest,Quest Item,Common,Enchanting,Deepwatch,Objective item for contracts and errands.,item_62285.png
62286,Stormkissed Lantern 62286,Ingredient,Meat,Common,Herbalism,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_62286.png
62287,Market Gizmo 62287,Ingredient,Meat,Uncommon,Alchemy,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_62287.png
62288,Oathforged Token 62288,Ingredient,Spice,Common,Mining,Frost Caverns,Common crafting input used across cooking and alchemy.,item_62288.png
62289,Oathforged Talisman 62289,Trophy,Fang,Common,Mining,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_62289.png
62290,Frostbound Gizmo 62290,Trinket,Charm,Uncommon,Engineering,Frostbriar trails,Minor passive charm with low-power utility.,item_62290.png
62291,Bramble Balm 62291,Key,Copper Key,Common,Fishing,Glimmerdeep shore,Basic key used for side doors and caches.,item_62291.png
62292,Stormkissed Knot 62292,Document,Prayer Slip,Common,Engineering,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_62292.png
62293,Pilgrim's Skein 62293,Key,Bone Key,Uncommon,Alchemy,Saltmarrow strand,Basic key used for side doors and caches.,item_62293.png
62294,Warden's Skein 62294,Material,Thread,Uncommon,Fishing,Glimmerdeep shore,Core trade material used in many early recipes.,item_62294.png
62295,Ashen Band 62295,Material,Wood Plank,Common,Engineering,Glimmerdeep shore,Core trade material used in many early recipes.,item_62295.png
62296,Warden's Buckle 62296,Ingredient,Sap,Common,Smithing,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_62296.png
62297,Hearthworn Knife 62297,Map,Cave Map,Rare,Alchemy,Emberford markets,Simple navigation aid that points to micro-locations.,item_62297.png
62298,Warden's Totem 62298,Quest,Quest Item,Common,Herbalism,Bramblefold hedges,Objective item for contracts and errands.,item_62298.png
62299,Mireborn Carving 62299,Consumable,Bandage,Common,Tailoring,Saltmarrow tidepools,Everyday field supply that reduces downtime.,item_62299.png
62300,Mireborn Fillet 62300,Curio,Token,Uncommon,Herbalism,Ashen Ridge terraces,Flavor drop that feeds quests vendors and collectors.,item_62300.png
62301,Market Pike 62301,Alchemy,Reagent,Rare,None,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_62301.png
62302,Saltstained Pouch 62302,Quest,Quest Item,Common,Tailoring,Emberford outskirts,Objective item for contracts and errands.,item_62302.png
62303,Market Pouch 62303,Map,Harbor Chart,Rare,Cooking,Saltmarrow tidepools,Simple navigation aid that points to micro-locations.,item_62303.png
62304,Ashen Talisman 62304,Map,Trail Map,Common,Mining,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_62304.png
62305,Mireborn Fillet 62305,Alchemy,Essence,Uncommon,Tailoring,Duskhollow bogs,Reliable reagent for low to mid-tier mixtures.,item_62305.png
62306,Warden's Buckle 62306,Material,Cloth Bolt,Common,Herbalism,Glimmerdeep shore,Core trade material used in many early recipes.,item_62306.png
62307,Pilgrim's Knife 62307,Key,Copper Key,Uncommon,Jewelry,Ashen Ridge terraces,Basic key used for side doors and caches.,item_62307.png
62308,Saltstained Lantern 62308,Map,Trail Map,Common,Alchemy,Frostbriar trails,Simple navigation aid that points to micro-locations.,item_62308.png
62309,Market Hook 62309,Consumable,Tea,Common,Mining,Saltmarrow strand,Everyday field supply that reduces downtime.,item_62309.png
62310,Hearthworn Carving 62310,Trinket,Sigil,Common,Leatherworking,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_62310.png
62311,Ashen Seal 62311,Trophy,Fang,Rare,Mining,Frost Caverns,Monster proof used for bounties and turn-ins.,item_62311.png
62312,Pilgrim's Band 62312,Tool,Compass,Common,Leatherworking,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_62312.png
62313,Market Ration 62313,Key,Copper Key,Uncommon,Cooking,Deepwatch,Basic key used for side doors and caches.,item_62313.png
62314,Market Totem 62314,Material,Dye,Common,Cooking,Emberford outskirts,Core trade material used in many early recipes.,item_62314.png
62315,Oathforged Hook 62315,Consumable,Powder,Uncommon,Leatherworking,Deepwatch,Everyday field supply that reduces downtime.,item_62315.png
62316,Cinder Charm 62316,Alchemy,Distillate,Common,Engineering,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_62316.png
62317,Ashen Fillet 62317,Key,Iron Key,Uncommon,Leatherworking,Bramblefold hedges,Basic key used for side doors and caches.,item_62317.png
62318,Frostbound Gizmo 62318,Toy,Wooden Doll,Rare,Tailoring,Saltmarrow tidepools,Harmless fun item with small social value.,item_62318.png
62319,Rivercut Ink 62319,Trophy,Claw,Common,None,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_62319.png
62320,Oathforged Talisman 62320,Document,Notice,Uncommon,Jewelry,Emberford markets,Readable lore drop that hints at routes and secrets.,item_62320.png
62321,Cinder Ledger 62321,Tool,Rope,Common,Cooking,Duskhollow bogs,Utility item for travel salvage and exploration.,item_62321.png
62322,Mireborn Skein 62322,World Object,Cache,Common,Mining,Bramblefold hedges,Placeable/interactive world piece for events.,item_62322.png
62323,Hearthworn Seal 62323,World Object,Cairn,Uncommon,Herbalism,Emberford markets,Placeable/interactive world piece for events.,item_62323.png
62324,Lanternlit Rivet 62324,Tool,Saw,Uncommon,Herbalism,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_62324.png
62325,Hearthworn Balm 62325,Toy,Spin Top,Common,Jewelry,Duskhollow bogs,Harmless fun item with small social value.,item_62325.png
62326,Pilgrim's Talisman 62326,Document,Field Note,Common,Leatherworking,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_62326.png
62327,Pilgrim's Compass 62327,Tool,Chisel,Common,Jewelry,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_62327.png
62328,Pilgrim's Needle 62328,Trinket,Stone,Common,Jewelry,Deepwatch,Minor passive charm with low-power utility.,item_62328.png
62329,Saltstained Knot 62329,Tool,Rope,Uncommon,Leatherworking,Frost Caverns,Utility item for travel salvage and exploration.,item_62329.png
62330,Oathforged Rivet 62330,Tool,Torch,Common,Engineering,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_62330.png
62331,Dusk Fillet 62331,Alchemy,Distillate,Rare,Alchemy,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_62331.png
62332,Mireborn Seal 62332,Consumable,Powder,Uncommon,Tailoring,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_62332.png
62333,Cinder Shard 62333,Ingredient,Grain,Common,Leatherworking,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_62333.png
62334,Mireborn Stitch 62334,Trophy,Fang,Uncommon,Herbalism,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_62334.png
62335,Dusk Compass 62335,Tool,Knife,Rare,Tailoring,Emberford markets,Utility item for travel salvage and exploration.,item_62335.png
62336,Oathforged Brew 62336,Alchemy,Catalyst,Uncommon,Tailoring,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_62336.png
62337,Bramble Ledger 62337,Trinket,Charm,Common,Smithing,Frostbriar trails,Minor passive charm with low-power utility.,item_62337.png
62338,Frostbound Hook 62338,Map,Harbor Chart,Common,Jewelry,Saltmarrow tidepools,Simple navigation aid that points to micro-locations.,item_62338.png
62339,Oathforged Compass Hood 62339,Gear,Cloth Hood,Rare,Alchemy,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_62339.png
62340,Rivercut Compass 62340,World Object,Totem,Rare,Engineering,Frostbriar trails,Placeable/interactive world piece for events.,item_62340.png
62341,Rivercut Stitch 62341,Consumable,Powder,Common,None,Bramblefold hedges,Everyday field supply that reduces downtime.,item_62341.png
62342,Pilgrim's Ink 62342,Toy,Wooden Doll,Uncommon,Smithing,Frost Caverns,Harmless fun item with small social value.,item_62342.png
62343,Stormkissed Lantern 62343,Trinket,Charm,Common,Enchanting,Glimmerdeep shore,Minor passive charm with low-power utility.,item_62343.png
62344,Bramble Brew Shield 62344,Gear,Shield,Uncommon,Mining,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_62344.png
62345,Cinder Skein 62345,Consumable,Food,Uncommon,Fishing,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_62345.png
62346,Warden's Gizmo 62346,Consumable,Tonic,Common,Alchemy,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_62346.png
62347,Rivercut Knot 62347,Tool,Rope,Common,Jewelry,Duskhollow bogs,Utility item for travel salvage and exploration.,item_62347.png
62348,Cinder Talisman 62348,World Object,Totem,Common,Fishing,Bramblefold hedges,Placeable/interactive world piece for events.,item_62348.png
