id,name,category,subcategory,rarity,professions,region,short_uses,file_name
43031,River-smooth Ingot,Gear,Staff,Rare,Leatherworking,Glimmerdeep,Craft input: keeps you moving.,gear_river_smooth_ingot.png
43032,Storm-bit Compass,Gear,Pendant,Uncommon,Smithing,Glimmerdeep,Utility piece: keeps you moving.,gear_storm_bit_compass.png
43033,Frostworn Bandage Roll,Ingredient,Grain,Common,Fishing,Glimmerdeep,Craft input: gates a shortcut.,ingredient_frostworn_bandage_roll.png
43034,Tide-taken Hood,Material,Timber,Uncommon,Tailoring,Hollowroot,Loot filler: enables a recipe chain.,material_tide_taken_hood.png
43035,Moon-stitched Ledger Page,Gear,Bow,Common,Woodworking,Marketwalk,Field use: fills a gear gap.,gear_moon_stitched_ledger_page.png
43036,Mire-touched Ration,Curio,Coin,Rare,Enchanting,Marketwalk,Quest hook: gates a shortcut.,curio_mire_touched_ration.png
43037,Storm-bit Trinket,Material,Resin,Common,Smithing,Hollowroot,Field use: feeds a rumor.,material_storm_bit_trinket.png
43038,Saltmarrow Salve,Material,Glass,Common,Mining,Hollowroot,Quest hook: gates a shortcut.,material_saltmarrow_salve.png
43039,Tide-taken Belt,Ingredient,Grain,Uncommon,Herbalism,Hollowroot,Loot filler: keeps you moving.,ingredient_tide_taken_belt.png
43040,Hollowroot Root,Consumable,Tonic,Uncommon,Alchemy,Greatwood,Craft input: gates a shortcut.,consumable_hollowroot_root.png
43041,Moon-stitched Bottle,Material,Ore,Uncommon,Skinning,Emberford,Loot filler: keeps you moving.,material_moon_stitched_bottle.png
43042,Mire-touched Leather Strip,Gear,Pendant,Uncommon,Tailoring,Glimmerdeep,Loot filler: feeds a rumor.,gear_mire_touched_leather_strip.png
43043,Pilgrim's Seed,Gear,Dagger,Common,Smithing,Marketwalk,Utility piece: fills a gear gap.,gear_pilgrim_s_seed.png
43044,Amberwake Thread,Ingredient,Grain,Common,Fishing,Ashen Fields,Vendor staple: enables a recipe chain.,ingredient_amberwake_thread.png
43045,Lantern-lit Tea,Curio,Totem,Rare,Enchanting,Marketwalk,Loot filler: enables a recipe chain.,curio_lantern_lit_tea.png
43046,Moon-stitched Lichen,Gear,Axe,Common,Smithing,Greatwood,Quest hook: supports leveling.,gear_moon_stitched_lichen.png
43047,Gutterborn Ore,Ingredient,Herb,Common,Fishing,Hollowroot,Vendor staple: keeps you moving.,ingredient_gutterborn_ore.png
43048,River-smooth Tally,Gear,Shield,Uncommon,Smithing,Marketwalk,Vendor staple: keeps you moving.,gear_river_smooth_tally.png
43049,Storm-bit Plank,Gear,Crossbow,Common,Leatherworking,Frostbriar,Quest hook: supports leveling.,gear_storm_bit_plank.png
43050,Moon-stitched Charm,Curio,Figurine,Uncommon,Enchanting,Emberford,Loot filler: supports leveling.,curio_moon_stitched_charm.png
43051,Briarbound Helm,Gear,Helm,Common,Woodworking,Greatwood,Field use: supports leveling.,gear_briarbound_helm.png
43052,Saltmarrow Coat,Gear,Chest,Common,Tailoring,Emberford,Field use: fills a gear gap.,gear_saltmarrow_coat.png
43053,River-smooth Sash,Curio,Totem,Common,Scribing,Frostbriar,Quest hook: feeds a rumor.,curio_river_smooth_sash.png
43054,Tide-taken Buckler,Consumable,Bandage,Common,Alchemy,Saltmarrow,Vendor staple: enables a recipe chain.,consumable_tide_taken_buckler.png
43055,Pilgrim's Ingot,World Object,Bundle,Common,—,Hollowroot,Quest hook: keeps you moving.,world_object_pilgrim_s_ingot.png
43056,Frostbriar Wanted Poster,Ingredient,Herb,Common,Herbalism,Greatwood,Utility piece: feeds a rumor.,ingredient_frostbriar_wanted_poster.png
43057,Iron-banded Pendant,Ingredient,Oil,Common,Cooking,Emberford,Quest hook: enables a recipe chain.,ingredient_iron_banded_pendant.png
43058,Sun-bleached Bandage Roll,Consumable,Tonic,Common,Cooking,Saltmarrow,Utility piece: fills a gear gap.,consumable_sun_bleached_bandage_roll.png
43059,Harbor-wet Ore,Ingredient,Spice,Uncommon,Cooking,Saltmarrow,Vendor staple: fills a gear gap.,ingredient_harbor_wet_ore.png
43060,Saltglass Bottle,Ingredient,Herb,Common,Herbalism,Frostbriar,Craft input: keeps you moving.,ingredient_saltglass_bottle.png
43061,Saltglass Coat,Material,Resin,Common,Mining,Greatwood,Loot filler: enables a recipe chain.,material_saltglass_coat.png
43062,Amberwake Plank,Material,Ingot,Common,Mining,Hollowroot,Utility piece: fills a gear gap.,material_amberwake_plank.png
43063,Frostbriar Keybone,Consumable,Tea,Common,Cooking,Saltmarrow,Quest hook: enables a recipe chain.,consumable_frostbriar_keybone.png
43064,River-smooth Spool,Curio,Coin,Uncommon,Jewelry,Greatwood,Craft input: supports leveling.,curio_river_smooth_spool.png
43065,Sun-bleached Charm,Consumable,Tea,Rare,Cooking,Ashen Fields,Utility piece: fills a gear gap.,consumable_sun_bleached_charm.png
43066,Sun-bleached Trophy Fang,Ingredient,Salt,Common,Fishing,Marketwalk,Vendor staple: fills a gear gap.,ingredient_sun_bleached_trophy_fang.png
43067,Gutterborn Thread,Gear,Belt,Uncommon,Leatherworking,Saltmarrow,Quest hook: supports leveling.,gear_gutterborn_thread.png
43068,Amberwake Compass,Consumable,Elixir,Common,Cooking,Glimmerdeep,Loot filler: fills a gear gap.,consumable_amberwake_compass.png
43069,Gutterborn Totem,Material,Leather,Common,Skinning,Ashen Fields,Vendor staple: fills a gear gap.,material_gutterborn_totem.png
43070,Mire-touched Biscuit,Ingredient,Salt,Uncommon,Cooking,Saltmarrow,Loot filler: gates a shortcut.,ingredient_mire_touched_biscuit.png
43071,Amberwake Boots,Gear,Cloak,Common,Tailoring,Frostbriar,Craft input: supports leveling.,gear_amberwake_boots.png
43072,Frostbriar Plank,Ingredient,Salt,Common,Cooking,Ashen Fields,Vendor staple: gates a shortcut.,ingredient_frostbriar_plank.png
43073,Storm-bit Root,Material,Resin,Uncommon,Smithing,Marketwalk,Loot filler: fills a gear gap.,material_storm_bit_root.png
43074,Moon-stitched Leather Strip,Ingredient,Grain,Common,Cooking,Marketwalk,Vendor staple: enables a recipe chain.,ingredient_moon_stitched_leather_strip.png
43075,Storm-bit Coat,Gear,Ring,Rare,Tailoring,Frostbriar,Loot filler: gates a shortcut.,gear_storm_bit_coat.png
43076,Harbor-wet Seed,Gear,Ring,Common,Tailoring,Marketwalk,Quest hook: keeps you moving.,gear_harbor_wet_seed.png
43077,Hollowroot Permit Slip,Material,Leather,Common,Leatherworking,Greatwood,Craft input: feeds a rumor.,material_hollowroot_permit_slip.png
43078,Amberwake Hilt,Curio,Charm,Common,Scribing,Greatwood,Craft input: fills a gear gap.,curio_amberwake_hilt.png
43079,Gutterborn Nail,Gear,Staff,Uncommon,Tailoring,Saltmarrow,Craft input: fills a gear gap.,gear_gutterborn_nail.png
43080,Greatwood Canteen,Ingredient,Root,Common,Alchemy,Frostbriar,Utility piece: enables a recipe chain.,ingredient_greatwood_canteen.png
43081,Tide-taken Cloak,Consumable,Bandage,Common,Cooking,Greatwood,Utility piece: keeps you moving.,consumable_tide_taken_cloak.png
43082,Greatwood Totem,Material,Timber,Uncommon,Skinning,Marketwalk,Field use: feeds a rumor.,material_greatwood_totem.png
43083,Silt-grit Pommel,Ingredient,Salt,Uncommon,Cooking,Saltmarrow,Craft input: feeds a rumor.,ingredient_silt_grit_pommel.png
43084,Storm-bit Belt,Curio,Coin,Common,Scribing,Emberford,Craft input: enables a recipe chain.,curio_storm_bit_belt.png
43085,Hollowroot Pommel,World Object,Marker,Uncommon,—,Frostbriar,Craft input: gates a shortcut.,world_object_hollowroot_pommel.png
43086,Amberwake Ring,Ingredient,Fish,Common,Herbalism,Greatwood,Quest hook: gates a shortcut.,ingredient_amberwake_ring.png
43087,Moon-stitched Bandage Roll,Curio,Charm,Common,Jewelry,Marketwalk,Loot filler: supports leveling.,curio_moon_stitched_bandage_roll.png
43088,Warden's Lichen,Consumable,Tea,Common,Cooking,Frostbriar,Utility piece: enables a recipe chain.,consumable_warden_s_lichen.png
43089,Harbor-wet Hood,Material,Ore,Common,Leatherworking,Marketwalk,Quest hook: fills a gear gap.,material_harbor_wet_hood.png
43090,Emberford Totem,Consumable,Elixir,Common,Cooking,Hollowroot,Vendor staple: keeps you moving.,consumable_emberford_totem.png
43091,Harbor-wet Petal,Ingredient,Oil,Common,Alchemy,Glimmerdeep,Vendor staple: feeds a rumor.,ingredient_harbor_wet_petal.png
43092,Warden's Trinket,Profession Tool,Implement,Rare,Leatherworking,Frostbriar,Craft input: feeds a rumor.,profession_tool_warden_s_trinket.png
43093,Frostbriar Thread,Material,Resin,Common,Smithing,Glimmerdeep,Utility piece: keeps you moving.,material_frostbriar_thread.png
43094,Moon-stitched Coat,Material,Resin,Common,Skinning,Frostbriar,Craft input: supports leveling.,material_moon_stitched_coat.png
43095,Amberwake Pod,Consumable,Tonic,Common,Alchemy,Hollowroot,Loot filler: feeds a rumor.,consumable_amberwake_pod.png
43096,Cinder-scarred Totem,Material,Leather,Uncommon,Smithing,Greatwood,Utility piece: feeds a rumor.,material_cinder_scarred_totem.png
43097,Mire-touched Ring,Tool,Utility,Common,Smithing,Ashen Fields,Loot filler: supports leveling.,tool_mire_touched_ring.png
43098,Pilgrim's Boots,Consumable,Bandage,Uncommon,Cooking,Marketwalk,Vendor staple: feeds a rumor.,consumable_pilgrim_s_boots.png
43099,Cinder-scarred Spool,Consumable,Tea,Uncommon,Cooking,Greatwood,Quest hook: gates a shortcut.,consumable_cinder_scarred_spool.png
43100,Harbor-wet Lichen,Gear,Axe,Common,Smithing,Ashen Fields,Utility piece: gates a shortcut.,gear_harbor_wet_lichen.png
43101,Saltglass Nail,Ingredient,Spice,Common,Alchemy,Greatwood,Utility piece: enables a recipe chain.,ingredient_saltglass_nail.png
43102,Tide-taken Plank,Gear,Legs,Common,Woodworking,Greatwood,Field use: feeds a rumor.,gear_tide_taken_plank.png
43103,Iron-banded Map Scrap,Map,Rubbing,Uncommon,—,Hollowroot,Loot filler: supports leveling.,map_iron_banded_map_scrap.png
43104,Greatwood Nail,Consumable,Tonic,Common,Alchemy,Marketwalk,Vendor staple: gates a shortcut.,consumable_greatwood_nail.png
43105,Moon-stitched Bandage Roll,Alchemy Item,Reagent,Common,Alchemy,Ashen Fields,Field use: supports leveling.,alchemy_item_moon_stitched_bandage_roll.png
43106,Gutterborn Gloves,Curio,Mask,Uncommon,Scribing,Glimmerdeep,Utility piece: enables a recipe chain.,curio_gutterborn_gloves.png
43107,Saltglass Trophy Fang,Curio,Mask,Uncommon,Enchanting,Hollowroot,Utility piece: feeds a rumor.,curio_saltglass_trophy_fang.png
43108,Briarbound Lockpick,Ingredient,Herb,Uncommon,Fishing,Marketwalk,Loot filler: enables a recipe chain.,ingredient_briarbound_lockpick.png
43109,Mire-touched Coat,Gear,Staff,Uncommon,Smithing,Greatwood,Vendor staple: gates a shortcut.,gear_mire_touched_coat.png
43110,Frostworn Compass,Consumable,Tea,Uncommon,Cooking,Saltmarrow,Loot filler: gates a shortcut.,consumable_frostworn_compass.png
43111,Lantern-lit Hook,Ingredient,Herb,Uncommon,Herbalism,Emberford,Loot filler: feeds a rumor.,ingredient_lantern_lit_hook.png
43112,Sun-bleached Leather Strip,Material,Ingot,Uncommon,Alchemy,Greatwood,Field use: keeps you moving.,material_sun_bleached_leather_strip.png
43113,River-smooth Tincture,Gear,Chest,Rare,Jewelry,Frostbriar,Craft input: supports leveling.,gear_river_smooth_tincture.png
43114,Storm-bit Pin,Gear,Wand,Uncommon,Woodworking,Glimmerdeep,Craft input: gates a shortcut.,gear_storm_bit_pin.png
43115,Sun-bleached Buckler,Material,Glass,Common,Alchemy,Ashen Fields,Quest hook: gates a shortcut.,material_sun_bleached_buckler.png
43116,Warden's Bottle,Gear,Cloak,Uncommon,Jewelry,Hollowroot,Vendor staple: feeds a rumor.,gear_warden_s_bottle.png
43117,Briarbound Biscuit,Gear,Helm,Uncommon,Tailoring,Ashen Fields,Field use: feeds a rumor.,gear_briarbound_biscuit.png
43118,Saltglass Pouch,Ingredient,Fish,Common,Fishing,Greatwood,Field use: keeps you moving.,ingredient_saltglass_pouch.png
43119,Gutterborn Ration,Material,Cloth,Uncommon,Woodworking,Glimmerdeep,Quest hook: fills a gear gap.,material_gutterborn_ration.png
43120,Gutterborn Ring,Curio,Totem,Rare,Scribing,Ashen Fields,Vendor staple: fills a gear gap.,curio_gutterborn_ring.png
43121,Moon-stitched Ingot,Consumable,Elixir,Common,Cooking,Hollowroot,Field use: enables a recipe chain.,consumable_moon_stitched_ingot.png
43122,Storm-bit Seed,Material,Ore,Rare,Tailoring,Frostbriar,Craft input: gates a shortcut.,material_storm_bit_seed.png
43123,Briarbound Trophy Fang,Curio,Totem,Uncommon,Enchanting,Hollowroot,Vendor staple: gates a shortcut.,curio_briarbound_trophy_fang.png
43124,Lantern-lit Coat,Ingredient,Oil,Common,Herbalism,Emberford,Quest hook: keeps you moving.,ingredient_lantern_lit_coat.png
43125,Pilgrim's Root,Ingredient,Mushroom,Common,Alchemy,Greatwood,Utility piece: gates a shortcut.,ingredient_pilgrim_s_root.png
43126,Briarbound Bottle,Consumable,Tonic,Common,Alchemy,Ashen Fields,Field use: keeps you moving.,consumable_briarbound_bottle.png
43127,Moon-stitched Boots,Ingredient,Salt,Common,Herbalism,Ashen Fields,Craft input: keeps you moving.,ingredient_moon_stitched_boots.png
43128,Tide-taken Seed,Gear,Sword,Common,Smithing,Hollowroot,Craft input: feeds a rumor.,gear_tide_taken_seed.png
43129,Briarbound Token,Material,Glass,Common,Woodworking,Ashen Fields,Quest hook: keeps you moving.,material_briarbound_token.png
43130,Harbor-wet Petal,Gear,Pendant,Rare,Jewelry,Emberford,Quest hook: keeps you moving.,gear_harbor_wet_petal.png
43131,Iron-banded Coat,Ingredient,Root,Common,Fishing,Greatwood,Craft input: gates a shortcut.,ingredient_iron_banded_coat.png
43132,Storm-bit Tally,Gear,Sword,Common,Smithing,Marketwalk,Field use: keeps you moving.,gear_storm_bit_tally.png
43133,Sun-bleached Petal,Material,Glass,Common,Mining,Saltmarrow,Vendor staple: feeds a rumor.,material_sun_bleached_petal.png
43134,Frostworn Bottle,Curio,Figurine,Uncommon,Scribing,Greatwood,Quest hook: gates a shortcut.,curio_frostworn_bottle.png
43135,River-smooth Tincture,Gear,Mace,Common,Smithing,Emberford,Field use: feeds a rumor.,gear_river_smooth_tincture.png
43136,Amberwake Plank,Gear,Bow,Common,Leatherworking,Ashen Fields,Utility piece: gates a shortcut.,gear_amberwake_plank.png
43137,Saltmarrow Spool,Tool,Travel,Common,Woodworking,Glimmerdeep,Vendor staple: supports leveling.,tool_saltmarrow_spool.png
43138,Warden's Tally,Gear,Boots,Common,Jewelry,Hollowroot,Vendor staple: gates a shortcut.,gear_warden_s_tally.png
43139,Gutterborn Plank,Material,Timber,Common,Smithing,Emberford,Craft input: gates a shortcut.,material_gutterborn_plank.png
43140,River-smooth Pin,Material,Timber,Uncommon,Tailoring,Frostbriar,Vendor staple: supports leveling.,material_river_smooth_pin.png
43141,Lantern-lit Token,Curio,Coin,Common,Enchanting,Ashen Fields,Loot filler: supports leveling.,curio_lantern_lit_token.png
43142,Ash-dusted Permit Slip,Consumable,Food,Uncommon,Cooking,Emberford,Vendor staple: fills a gear gap.,consumable_ash_dusted_permit_slip.png
43143,Greatwood Tincture,Ingredient,Mushroom,Common,Cooking,Ashen Fields,Craft input: fills a gear gap.,ingredient_greatwood_tincture.png
43144,Saltmarrow Belt,Ingredient,Root,Common,Alchemy,Hollowroot,Vendor staple: feeds a rumor.,ingredient_saltmarrow_belt.png
43145,Lantern-lit Helm,Consumable,Tonic,Common,Cooking,Greatwood,Vendor staple: enables a recipe chain.,consumable_lantern_lit_helm.png
43146,River-smooth Boots,Material,Glass,Common,Skinning,Greatwood,Loot filler: supports leveling.,material_river_smooth_boots.png
43147,Frostbriar Pommel,Ingredient,Herb,Common,Fishing,Marketwalk,Utility piece: supports leveling.,ingredient_frostbriar_pommel.png
43148,Iron-banded Trophy Fang,Ingredient,Salt,Common,Fishing,Emberford,Vendor staple: feeds a rumor.,ingredient_iron_banded_trophy_fang.png
43149,Gutterborn Thread,Curio,Mask,Uncommon,Jewelry,Ashen Fields,Vendor staple: fills a gear gap.,curio_gutterborn_thread.png
43150,Gutterborn Vial,Curio,Totem,Uncommon,Jewelry,Ashen Fields,Craft input: gates a shortcut.,curio_gutterborn_vial.png
43151,Ash-dusted Root,Material,Pigment,Common,Woodworking,Marketwalk,Vendor staple: supports leveling.,material_ash_dusted_root.png
43152,Moon-stitched Wanted Poster,Ingredient,Salt,Common,Fishing,Hollowroot,Loot filler: feeds a rumor.,ingredient_moon_stitched_wanted_poster.png
43153,Storm-bit Boots,Consumable,Elixir,Common,Cooking,Greatwood,Craft input: gates a shortcut.,consumable_storm_bit_boots.png
43154,Saltmarrow Biscuit,Curio,Coin,Rare,Scribing,Saltmarrow,Vendor staple: supports leveling.,curio_saltmarrow_biscuit.png
43155,Tide-taken Bottle,Curio,Signet,Uncommon,Jewelry,Hollowroot,Field use: enables a recipe chain.,curio_tide_taken_bottle.png
43156,Greatwood Lockpick,Material,Timber,Common,Mining,Greatwood,Craft input: gates a shortcut.,material_greatwood_lockpick.png
43157,Glimmerdeep Pod,Consumable,Tea,Common,Alchemy,Greatwood,Quest hook: enables a recipe chain.,consumable_glimmerdeep_pod.png
43158,Frostworn Leather Strip,Material,Glass,Uncommon,Tailoring,Glimmerdeep,Loot filler: gates a shortcut.,material_frostworn_leather_strip.png
43159,Greatwood Biscuit,Material,Leather,Common,Alchemy,Glimmerdeep,Loot filler: keeps you moving.,material_greatwood_biscuit.png
43160,Amberwake Cloak,Ingredient,Mushroom,Common,Cooking,Emberford,Utility piece: feeds a rumor.,ingredient_amberwake_cloak.png
43161,Briarbound Guard,Gear,Wand,Common,Tailoring,Saltmarrow,Loot filler: keeps you moving.,gear_briarbound_guard.png
43162,Frostworn Spool,Material,Timber,Uncommon,Skinning,Hollowroot,Quest hook: fills a gear gap.,material_frostworn_spool.png
43163,Frostworn Vest,Material,Resin,Uncommon,Alchemy,Saltmarrow,Loot filler: gates a shortcut.,material_frostworn_vest.png
43164,Ash-dusted Pod,Ingredient,Mushroom,Common,Cooking,Greatwood,Craft input: fills a gear gap.,ingredient_ash_dusted_pod.png
43165,Greatwood Root,Consumable,Potion,Common,Alchemy,Saltmarrow,Utility piece: fills a gear gap.,consumable_greatwood_root.png
43166,Saltglass Ore,Document,Notice,Uncommon,Scribing,Greatwood,Craft input: supports leveling.,document_saltglass_ore.png
43167,Tide-taken Compass,Material,Resin,Uncommon,Tailoring,Hollowroot,Field use: supports leveling.,material_tide_taken_compass.png
43168,Glimmerdeep Nail,Ingredient,Salt,Common,Fishing,Glimmerdeep,Craft input: gates a shortcut.,ingredient_glimmerdeep_nail.png
43169,Harbor-wet Ring,Ingredient,Fish,Common,Fishing,Greatwood,Loot filler: gates a shortcut.,ingredient_harbor_wet_ring.png
43170,Cinder-scarred Belt,Gear,Pendant,Common,Leatherworking,Glimmerdeep,Field use: keeps you moving.,gear_cinder_scarred_belt.png
43171,Tide-taken Charm,Profession Tool,Implement,Uncommon,Woodworking,Glimmerdeep,Loot filler: gates a shortcut.,profession_tool_tide_taken_charm.png
43172,Silt-grit Permit Slip,Ingredient,Salt,Uncommon,Fishing,Glimmerdeep,Craft input: supports leveling.,ingredient_silt_grit_permit_slip.png
43173,Glimmerdeep Leather Strip,Ingredient,Grain,Common,Alchemy,Marketwalk,Utility piece: supports leveling.,ingredient_glimmerdeep_leather_strip.png
43174,Tide-taken Coat,Map,Scrap,Common,—,Hollowroot,Field use: gates a shortcut.,map_tide_taken_coat.png
43175,Iron-banded Belt,Gear,Mace,Uncommon,Smithing,Emberford,Field use: keeps you moving.,gear_iron_banded_belt.png
43176,Frostworn Pod,World Object,Interactable,Common,—,Glimmerdeep,Field use: keeps you moving.,world_object_frostworn_pod.png
43177,Silt-grit Bottle,Curio,Signet,Rare,Enchanting,Greatwood,Loot filler: keeps you moving.,curio_silt_grit_bottle.png
43178,Harbor-wet Ring,Ingredient,Oil,Uncommon,Cooking,Frostbriar,Craft input: enables a recipe chain.,ingredient_harbor_wet_ring.png
43179,Saltmarrow Lichen,Gear,Crossbow,Common,Woodworking,Hollowroot,Quest hook: enables a recipe chain.,gear_saltmarrow_lichen.png
43180,Harbor-wet Plank,Curio,Mask,Common,Enchanting,Frostbriar,Utility piece: feeds a rumor.,curio_harbor_wet_plank.png
43181,Tide-taken Spool,Material,Ingot,Uncommon,Woodworking,Emberford,Quest hook: feeds a rumor.,material_tide_taken_spool.png
43182,Emberford Nail,Gear,Chest,Common,Jewelry,Marketwalk,Field use: supports leveling.,gear_emberford_nail.png
43183,Saltglass Trinket,Curio,Signet,Uncommon,Enchanting,Frostbriar,Craft input: enables a recipe chain.,curio_saltglass_trinket.png
43184,Greatwood Nail,Tool,Lockpicks,Uncommon,Scribing,Hollowroot,Field use: keeps you moving.,tool_greatwood_nail.png
43185,Saltglass Seed,Gear,Pendant,Uncommon,Jewelry,Saltmarrow,Loot filler: gates a shortcut.,gear_saltglass_seed.png
43186,Amberwake Shard,Gear,Crossbow,Common,Jewelry,Marketwalk,Loot filler: enables a recipe chain.,gear_amberwake_shard.png
43187,Storm-bit Canteen,Curio,Charm,Common,Scribing,Glimmerdeep,Field use: gates a shortcut.,curio_storm_bit_canteen.png
43188,Gutterborn Hook,Material,Pigment,Uncommon,Smithing,Hollowroot,Craft input: supports leveling.,material_gutterborn_hook.png
43189,Silt-grit Tally,Consumable,Food,Common,Alchemy,Emberford,Field use: enables a recipe chain.,consumable_silt_grit_tally.png
43190,Glimmerdeep Plank,Gear,Axe,Common,Smithing,Saltmarrow,Loot filler: keeps you moving.,gear_glimmerdeep_plank.png
43191,Warden's Tincture,Ingredient,Grain,Common,Fishing,Marketwalk,Utility piece: enables a recipe chain.,ingredient_warden_s_tincture.png
43192,Saltglass Buckler,Curio,Mask,Uncommon,Enchanting,Glimmerdeep,Utility piece: feeds a rumor.,curio_saltglass_buckler.png
43193,Amberwake Hood,Material,Pigment,Uncommon,Mining,Ashen Fields,Loot filler: feeds a rumor.,material_amberwake_hood.png
43194,Hollowroot Stew,Material,Wax,Rare,Alchemy,Frostbriar,Field use: enables a recipe chain.,material_hollowroot_stew.png
43195,Glimmerdeep Thread,Gear,Chest,Common,Jewelry,Emberford,Vendor staple: enables a recipe chain.,gear_glimmerdeep_thread.png
43196,Lantern-lit Hilt,Curio,Totem,Rare,Enchanting,Glimmerdeep,Loot filler: supports leveling.,curio_lantern_lit_hilt.png
43197,Frostworn Tea,Ingredient,Spice,Common,Fishing,Greatwood,Field use: feeds a rumor.,ingredient_frostworn_tea.png
43198,Greatwood Root,Gear,Axe,Common,Smithing,Glimmerdeep,Craft input: keeps you moving.,gear_greatwood_root.png
43199,River-smooth Pin,Trophy,Horn,Uncommon,—,Marketwalk,Field use: keeps you moving.,trophy_river_smooth_pin.png
43200,Silt-grit Lantern,Gear,Boots,Common,Jewelry,Hollowroot,Field use: feeds a rumor.,gear_silt_grit_lantern.png
43201,Lantern-lit Salve,Gear,Staff,Common,Tailoring,Glimmerdeep,Field use: enables a recipe chain.,gear_lantern_lit_salve.png
43202,Mire-touched Vest,Curio,Signet,Common,Enchanting,Saltmarrow,Craft input: supports leveling.,curio_mire_touched_vest.png
43203,Iron-banded Seed,Material,Leather,Common,Smithing,Saltmarrow,Quest hook: supports leveling.,material_iron_banded_seed.png
43204,River-smooth Nail,Ingredient,Salt,Common,Fishing,Frostbriar,Utility piece: fills a gear gap.,ingredient_river_smooth_nail.png
43205,Ash-dusted Map Scrap,Ingredient,Salt,Common,Cooking,Glimmerdeep,Craft input: enables a recipe chain.,ingredient_ash_dusted_map_scrap.png
43206,Frostbriar Hilt,Consumable,Tonic,Common,Cooking,Saltmarrow,Craft input: gates a shortcut.,consumable_frostbriar_hilt.png
43207,Sun-bleached Pod,Material,Timber,Common,Skinning,Glimmerdeep,Utility piece: gates a shortcut.,material_sun_bleached_pod.png
43208,Silt-grit Belt,Quest Item,Seal,Uncommon,—,Marketwalk,Quest hook: supports leveling.,quest_item_silt_grit_belt.png
43209,Frostworn Petal,Gear,Pendant,Uncommon,Tailoring,Glimmerdeep,Quest hook: enables a recipe chain.,gear_frostworn_petal.png
43210,Hollowroot Lichen,Quest Item,Parcel,Common,—,Saltmarrow,Quest hook: keeps you moving.,quest_item_hollowroot_lichen.png
43211,Sun-bleached Compass,Map,Rubbing,Common,—,Marketwalk,Vendor staple: gates a shortcut.,map_sun_bleached_compass.png
43212,Harbor-wet Cloak,Curio,Charm,Common,Scribing,Emberford,Field use: feeds a rumor.,curio_harbor_wet_cloak.png
43213,Storm-bit Cloak,Ingredient,Fruit,Rare,Herbalism,Frostbriar,Utility piece: supports leveling.,ingredient_storm_bit_cloak.png
43214,Mire-touched Spool,Material,Pigment,Common,Skinning,Emberford,Utility piece: fills a gear gap.,material_mire_touched_spool.png
43215,Cinder-scarred Totem,Consumable,Elixir,Common,Alchemy,Greatwood,Quest hook: fills a gear gap.,consumable_cinder_scarred_totem.png
43216,Pilgrim's Buckler,Gear,Chest,Common,Smithing,Ashen Fields,Quest hook: fills a gear gap.,gear_pilgrim_s_buckler.png
43217,Saltmarrow Bandage Roll,Ingredient,Herb,Common,Fishing,Greatwood,Quest hook: feeds a rumor.,ingredient_saltmarrow_bandage_roll.png
43218,Mire-touched Hood,Material,Ore,Common,Mining,Greatwood,Field use: feeds a rumor.,material_mire_touched_hood.png
43219,Sun-bleached Pommel,Gear,Axe,Common,Smithing,Emberford,Craft input: feeds a rumor.,gear_sun_bleached_pommel.png
43220,Harbor-wet Thread,Consumable,Tonic,Uncommon,Alchemy,Ashen Fields,Craft input: feeds a rumor.,consumable_harbor_wet_thread.png
43221,Harbor-wet Petal,Ingredient,Mushroom,Common,Herbalism,Frostbriar,Craft input: enables a recipe chain.,ingredient_harbor_wet_petal.png
43222,Briarbound Guard,Gear,Sword,Common,Smithing,Greatwood,Quest hook: fills a gear gap.,gear_briarbound_guard.png
43223,Moon-stitched Wanted Poster,Gear,Gloves,Common,Woodworking,Marketwalk,Craft input: enables a recipe chain.,gear_moon_stitched_wanted_poster.png
43224,Lantern-lit Biscuit,Curio,Mask,Common,Scribing,Saltmarrow,Vendor staple: supports leveling.,curio_lantern_lit_biscuit.png
43225,River-smooth Nail,Gear,Ring,Uncommon,Tailoring,Marketwalk,Utility piece: supports leveling.,gear_river_smooth_nail.png
43226,Gutterborn Belt,Ingredient,Fruit,Common,Fishing,Glimmerdeep,Vendor staple: fills a gear gap.,ingredient_gutterborn_belt.png
43227,Tide-taken Charm,Ingredient,Meat,Uncommon,Fishing,Greatwood,Craft input: feeds a rumor.,ingredient_tide_taken_charm.png
43228,Lantern-lit Shard,Material,Glass,Common,Smithing,Marketwalk,Field use: supports leveling.,material_lantern_lit_shard.png
43229,Hollowroot Canteen,Key,Chest,Uncommon,—,Ashen Fields,Utility piece: fills a gear gap.,key_hollowroot_canteen.png
43230,Warden's Pendant,Ingredient,Spice,Uncommon,Alchemy,Saltmarrow,Quest hook: feeds a rumor.,ingredient_warden_s_pendant.png
43231,Mire-touched Belt,Ingredient,Grain,Uncommon,Cooking,Greatwood,Loot filler: supports leveling.,ingredient_mire_touched_belt.png
43232,Ash-dusted Buckler,Alchemy Item,Reagent,Common,Alchemy,Hollowroot,Craft input: fills a gear gap.,alchemy_item_ash_dusted_buckler.png
43233,Sun-bleached Pommel,Gear,Staff,Common,Tailoring,Saltmarrow,Field use: enables a recipe chain.,gear_sun_bleached_pommel.png
43234,Gutterborn Belt,Consumable,Bandage,Uncommon,Cooking,Emberford,Loot filler: keeps you moving.,consumable_gutterborn_belt.png
