id,name,category,subcategory,rarity,professions,region,short_uses,file_name
77234,Gravemark Longbow,Quest,Quest Item,Uncommon,Leatherworking,Glimmerdeep_Mire,Crafting component used across multiple recipes.,quest_gravemark_longbow_77234.png
77235,Sun-bleached Shortsword,Ingredient,Wood,Uncommon,Herbalism,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,ingredient_sun_bleached_shortsword_77235.png
77236,Briarbound Scroll,Trinket,Charm,Rare,Enchanting,Saltmarrow_Strand,Utility item that supports exploration and downtime.,trinket_briarbound_scroll_77236.png
77237,Briarbound Staff,Ingredient,Herb,Uncommon,Enchanting,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_briarbound_staff_77237.png
77238,Sun-bleached Amulet,Tool,Utility,Common,None,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,tool_sun_bleached_amulet_77238.png
77239,Stormbit Lantern,Gear,Plate,Uncommon,Leatherworking,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_stormbit_lantern_77239.png
77240,Mire-slick Cloak (II),Gear,Polearm,Common,Tailoring,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_mire_slick_cloak_ii_77240.png
77241,Ashen Cloak (IV),Gear,Cloth,Uncommon,Herbalism,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_ashen_cloak_iv_77241.png
77242,Marketfresh Map,Consumable,Potion,Common,Herbalism,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,consumable_marketfresh_map_77242.png
77243,Gravemark Map (IV),Gear,Staff,Common,Woodworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_gravemark_map_iv_77243.png
77244,Stormbit Cloak,Gear,Cloth,Uncommon,Tailoring,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_stormbit_cloak_77244.png
77245,Emberlit Longbow,Gear,Bow,Uncommon,Woodworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_emberlit_longbow_77245.png
77246,Dusk-hushed Tonic (I),Ingredient,Herb,Common,Woodworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,ingredient_dusk_hushed_tonic_i_77246.png
77247,Ashen Map (II),Gear,Staff,Common,None,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_ashen_map_ii_77247.png
77248,Sun-bleached Hatchet,Ingredient,Wood,Uncommon,None,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_sun_bleached_hatchet_77248.png
77249,Gravemark Amulet,Gear,Axe,Uncommon,Cooking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_gravemark_amulet_77249.png
77250,Dusk-hushed Longbow (I),Quest,Quest Item,Common,Enchanting,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,quest_dusk_hushed_longbow_i_77250.png
77251,Briarbound Shortsword,Consumable,Food,Rare,Herbalism,Glimmerdeep_Mire,Crafting component used across multiple recipes.,consumable_briarbound_shortsword_77251.png
77252,Dusk-hushed Cuirass (II),Gear,Sword,Uncommon,Woodworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_dusk_hushed_cuirass_ii_77252.png
77253,Gravemark Lockpick,Map,Map,Common,Cooking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,map_gravemark_lockpick_77253.png
77254,Gravemark Boots,Ingredient,Hide,Common,Cooking,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_gravemark_boots_77254.png
77255,Sun-bleached Lantern,Gear,Sword,Common,Woodworking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_sun_bleached_lantern_77255.png
77256,Stormbit Gambeson (II),Gear,Cloth,Common,Leatherworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_stormbit_gambeson_ii_77256.png
77257,Briarbound Scroll,Tool,Utility,Rare,Woodworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,tool_briarbound_scroll_77257.png
77258,Dusk-hushed Helm,Trinket,Charm,Uncommon,Enchanting,Glimmerdeep_Mire,Crafting component used across multiple recipes.,trinket_dusk_hushed_helm_77258.png
77259,Dusk-hushed Salve,Material,Thread,Rare,Mining,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,material_dusk_hushed_salve_77259.png
77260,Dusk-hushed Gloves (III),Ingredient,Wood,Common,Enchanting,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,ingredient_dusk_hushed_gloves_iii_77260.png
77261,Mire-slick Gambeson,Gear,Sword,Common,Herbalism,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_mire_slick_gambeson_77261.png
77262,Sun-bleached Legwraps (I),Consumable,Bandage,Common,Mining,Emberford_Marketwalk,Crafting component used across multiple recipes.,consumable_sun_bleached_legwraps_i_77262.png
77263,Saltworn Staff,Material,Leatherworking,Common,Mining,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,material_saltworn_staff_77263.png
77264,Saltworn Ingot,Gear,Shield,Common,Alchemy,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_saltworn_ingot_77264.png
77265,Gravemark Key (I),Gear,Leather,Uncommon,Tailoring,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_gravemark_key_i_77265.png
77266,Glimmering Cuirass,Gear,Leather,Uncommon,Leatherworking,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_glimmering_cuirass_77266.png
77267,Stormbit Lantern (II),Ingredient,Ore,Common,Smithing,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,ingredient_stormbit_lantern_ii_77267.png
77268,Briarbound Gambeson,Gear,Shield,Common,Herbalism,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_briarbound_gambeson_77268.png
77269,Gravemark Buckler (III),Gear,Polearm,Common,Leatherworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_gravemark_buckler_iii_77269.png
77270,Glimmering Gambeson,Gear,Plate,Common,Enchanting,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_glimmering_gambeson_77270.png
77271,Dusk-hushed Gambeson (IV),Document,Scroll,Common,Woodworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,document_dusk_hushed_gambeson_iv_77271.png
77272,Dusk-hushed Salve (III),Gear,Shield,Uncommon,Tailoring,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_salve_iii_77272.png
77273,Gravemark Charm,Gear,Staff,Uncommon,Woodworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_charm_77273.png
77274,Emberlit Thread,Document,Scroll,Common,Mining,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,document_emberlit_thread_77274.png
77275,Dusk-hushed Map,Gear,Cloth,Common,Enchanting,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_map_77275.png
77276,Sun-bleached Legwraps,Ingredient,Hide,Rare,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_sun_bleached_legwraps_77276.png
77277,Frosted Vial,Ingredient,Wood,Uncommon,Cooking,Emberford_Marketwalk,Crafting component used across multiple recipes.,ingredient_frosted_vial_77277.png
77278,Glimmering Hatchet,Ingredient,Ore,Common,Tailoring,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_glimmering_hatchet_77278.png
77279,Gravemark Lantern,Gear,Axe,Rare,Cooking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_gravemark_lantern_77279.png
77280,Glimmering Scroll (II),Ingredient,Ore,Common,Herbalism,Glimmerdeep_Mire,Crafting component used across multiple recipes.,ingredient_glimmering_scroll_ii_77280.png
77281,Glimmering Key,Gear,Axe,Rare,Tailoring,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_glimmering_key_77281.png
77282,Glimmering Scroll (II),Gear,Sword,Common,Enchanting,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_glimmering_scroll_ii_77282.png
77283,Sun-bleached Tonic,Material,Thread,Common,Mining,Frostbriar_Reach,Utility item that supports exploration and downtime.,material_sun_bleached_tonic_77283.png
77284,Gravemark Ring,Gear,Leather,Common,Cooking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_gravemark_ring_77284.png
77285,Gravemark Gambeson,Consumable,Food,Common,Enchanting,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,consumable_gravemark_gambeson_77285.png
77286,Dusk-hushed Cloak,Material,Leatherworking,Uncommon,Leatherworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,material_dusk_hushed_cloak_77286.png
77287,Gravemark Legwraps (III),Consumable,Potion,Common,Alchemy,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_gravemark_legwraps_iii_77287.png
77288,Stormbit Charm (III),Material,Thread,Common,Enchanting,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,material_stormbit_charm_iii_77288.png
77289,Ashen Amulet (IV),Gear,Polearm,Rare,Tailoring,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_ashen_amulet_iv_77289.png
77290,Dusk-hushed Key (I),Gear,Dagger,Uncommon,Leatherworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_key_i_77290.png
77291,Glimmering Longbow,Ingredient,Hide,Rare,Woodworking,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,ingredient_glimmering_longbow_77291.png
77292,Frosted Charm (I),Consumable,Bandage,Uncommon,Smithing,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,consumable_frosted_charm_i_77292.png
77293,Gravemark Thread,Gear,Axe,Rare,Leatherworking,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_gravemark_thread_77293.png
77294,Emberlit Gloves (II),Gear,Mail,Uncommon,Smithing,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_emberlit_gloves_ii_77294.png
77295,Mire-slick Salve,Gear,Axe,Common,Herbalism,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_mire_slick_salve_77295.png
77296,Marketfresh Shortsword,Gear,Dagger,Rare,Mining,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_marketfresh_shortsword_77296.png
77297,Saltworn Boots,Document,Scroll,Rare,Alchemy,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,document_saltworn_boots_77297.png
77298,Saltworn Boots,Gear,Mail,Uncommon,Tailoring,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_saltworn_boots_77298.png
77299,Sun-bleached Lockpick,Ingredient,Hide,Uncommon,Mining,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_sun_bleached_lockpick_77299.png
77300,Briarbound Hatchet,Gear,Sword,Rare,Enchanting,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_briarbound_hatchet_77300.png
77301,Emberlit Gambeson,Gear,Bow,Uncommon,Alchemy,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_emberlit_gambeson_77301.png
77302,Frosted Legwraps,Tool,Utility,Uncommon,Woodworking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,tool_frosted_legwraps_77302.png
77303,Emberlit Bandage (II),Gear,Axe,Uncommon,Herbalism,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_emberlit_bandage_ii_77303.png
77304,Mire-slick Charm (IV),Ingredient,Herb,Rare,Tailoring,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_mire_slick_charm_iv_77304.png
77305,Saltworn Helm,Ingredient,Herb,Common,Cooking,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_saltworn_helm_77305.png
77306,Sun-bleached Longbow,Gear,Cloth,Common,Smithing,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_sun_bleached_longbow_77306.png
77307,Gravemark Lantern,Gear,Mail,Uncommon,Alchemy,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_lantern_77307.png
77308,Dusk-hushed Legwraps,Document,Scroll,Rare,Alchemy,Emberford_Marketwalk,Utility item that supports exploration and downtime.,document_dusk_hushed_legwraps_77308.png
77309,Glimmering Lantern,Material,Leatherworking,Uncommon,Leatherworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,material_glimmering_lantern_77309.png
77310,Mire-slick Ration (I),Material,Leatherworking,Common,Tailoring,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,material_mire_slick_ration_i_77310.png
77311,Stormbit Charm,Material,Leatherworking,Rare,Tailoring,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,material_stormbit_charm_77311.png
77312,Dusk-hushed Cloak,Gear,Shield,Uncommon,Herbalism,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_cloak_77312.png
77313,Saltworn Ring,Consumable,Potion,Rare,Smithing,Frostbriar_Reach,Utility item that supports exploration and downtime.,consumable_saltworn_ring_77313.png
77314,Mire-slick Gambeson,Ingredient,Ore,Common,Cooking,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_mire_slick_gambeson_77314.png
77315,Mire-slick Bandage (III),Material,Leatherworking,Uncommon,Leatherworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,material_mire_slick_bandage_iii_77315.png
77316,Briarbound Lantern,Consumable,Food,Uncommon,Mining,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,consumable_briarbound_lantern_77316.png
77317,Mire-slick Lockpick,Gear,Polearm,Uncommon,Enchanting,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_mire_slick_lockpick_77317.png
77318,Glimmering Key,Quest,Quest Item,Common,Leatherworking,Emberford_Marketwalk,Utility item that supports exploration and downtime.,quest_glimmering_key_77318.png
77319,Ashen Map (I),Material,Ingot,Uncommon,Tailoring,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_ashen_map_i_77319.png
77320,Briarbound Ingot (I),Gear,Axe,Uncommon,Mining,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_briarbound_ingot_i_77320.png
77321,Dusk-hushed Shortsword,Document,Scroll,Uncommon,Leatherworking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,document_dusk_hushed_shortsword_77321.png
77322,Frosted Salve,Map,Map,Uncommon,Alchemy,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,map_frosted_salve_77322.png
77323,Saltworn Thread (IV),Gear,Mail,Uncommon,Tailoring,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_saltworn_thread_iv_77323.png
77324,Marketfresh Gambeson,Document,Scroll,Common,Enchanting,Glimmerdeep_Mire,Crafting component used across multiple recipes.,document_marketfresh_gambeson_77324.png
77325,Emberlit Hatchet,Quest,Quest Item,Uncommon,Tailoring,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,quest_emberlit_hatchet_77325.png
77326,Gravemark Bandage,Gear,Staff,Uncommon,Cooking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_bandage_77326.png
77327,Ashen Cloak,Gear,Plate,Common,Smithing,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_ashen_cloak_77327.png
77328,Saltworn Lockpick,Gear,Shield,Uncommon,None,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_saltworn_lockpick_77328.png
77329,Sun-bleached Buckler (IV),Gear,Sword,Rare,Mining,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_sun_bleached_buckler_iv_77329.png
77330,Mire-slick Legwraps,Tool,Utility,Common,Herbalism,Frostbriar_Reach,Crafting component used across multiple recipes.,tool_mire_slick_legwraps_77330.png
77331,Stormbit Cloak (II),Consumable,Bandage,Uncommon,Alchemy,Frostbriar_Reach,Crafting component used across multiple recipes.,consumable_stormbit_cloak_ii_77331.png
77332,Briarbound Salve,Gear,Polearm,Common,Mining,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_briarbound_salve_77332.png
77333,Glimmering Buckler,Gear,Sword,Uncommon,Herbalism,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_glimmering_buckler_77333.png
77334,Glimmering Thread (IV),Map,Map,Common,Herbalism,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,map_glimmering_thread_iv_77334.png
77335,Dusk-hushed Shortsword,Gear,Shield,Rare,Woodworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_dusk_hushed_shortsword_77335.png
77336,Frosted Hatchet,Ingredient,Ore,Rare,Mining,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,ingredient_frosted_hatchet_77336.png
77337,Glimmering Gambeson,Gear,Sword,Uncommon,Tailoring,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_glimmering_gambeson_77337.png
77338,Ashen Staff,Trinket,Charm,Uncommon,Enchanting,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,trinket_ashen_staff_77338.png
77339,Glimmering Legwraps (II),Gear,Bow,Rare,Mining,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_glimmering_legwraps_ii_77339.png
77340,Emberlit Scroll,Consumable,Bandage,Uncommon,Herbalism,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_emberlit_scroll_77340.png
77341,Sun-bleached Charm (I),Gear,Staff,Common,None,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_sun_bleached_charm_i_77341.png
77342,Stormbit Staff,Ingredient,Ore,Rare,Leatherworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_stormbit_staff_77342.png
77343,Stormbit Ring (I),Quest,Quest Item,Uncommon,Tailoring,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,quest_stormbit_ring_i_77343.png
77344,Mire-slick Tonic,Material,Leatherworking,Uncommon,Woodworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,material_mire_slick_tonic_77344.png
77345,Gravemark Gambeson,Gear,Plate,Uncommon,Alchemy,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_gravemark_gambeson_77345.png
77346,Ashen Vial (I),Map,Map,Uncommon,Enchanting,Saltmarrow_Strand,Utility item that supports exploration and downtime.,map_ashen_vial_i_77346.png
77347,Emberlit Longbow,Gear,Cloth,Common,None,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_emberlit_longbow_77347.png
77348,Stormbit Map,Gear,Axe,Common,Woodworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_map_77348.png
77349,Mire-slick Buckler (II),Gear,Leather,Uncommon,Enchanting,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_mire_slick_buckler_ii_77349.png
77350,Glimmering Staff (II),Map,Map,Uncommon,Woodworking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,map_glimmering_staff_ii_77350.png
77351,Dusk-hushed Salve (I),Gear,Bow,Uncommon,Leatherworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_dusk_hushed_salve_i_77351.png
77352,Dusk-hushed Ingot,Material,Leatherworking,Common,Tailoring,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_dusk_hushed_ingot_77352.png
77353,Stormbit Bandage (I),Consumable,Potion,Uncommon,Enchanting,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,consumable_stormbit_bandage_i_77353.png
77354,Briarbound Amulet,Document,Scroll,Common,Leatherworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,document_briarbound_amulet_77354.png
77355,Frosted Shortsword,Consumable,Bandage,Uncommon,Mining,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,consumable_frosted_shortsword_77355.png
77356,Glimmering Ingot,Consumable,Bandage,Uncommon,Smithing,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,consumable_glimmering_ingot_77356.png
77357,Mire-slick Map,Profession Tool,Kit,Uncommon,Alchemy,Glimmerdeep_Mire,Crafting component used across multiple recipes.,profession tool_mire_slick_map_77357.png
77358,Mire-slick Lockpick,Material,Thread,Common,Leatherworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,material_mire_slick_lockpick_77358.png
77359,Gravemark Ration,Gear,Cloth,Uncommon,Smithing,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_gravemark_ration_77359.png
77360,Gravemark Map (II),Material,Thread,Common,Alchemy,Emberford_Marketwalk,Utility item that supports exploration and downtime.,material_gravemark_map_ii_77360.png
77361,Dusk-hushed Hatchet (III),Gear,Mail,Rare,Alchemy,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_hatchet_iii_77361.png
77362,Mire-slick Tonic (II),Gear,Mace,Common,Herbalism,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_mire_slick_tonic_ii_77362.png
77363,Emberlit Helm (I),Gear,Dagger,Common,Alchemy,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_emberlit_helm_i_77363.png
77364,Gravemark Cloak,Ingredient,Herb,Uncommon,Leatherworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,ingredient_gravemark_cloak_77364.png
77365,Marketfresh Salve (II),Gear,Plate,Uncommon,Herbalism,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_marketfresh_salve_ii_77365.png
77366,Ashen Vial,Gear,Axe,Uncommon,Leatherworking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_ashen_vial_77366.png
77367,Sun-bleached Cloak,Gear,Sword,Common,Woodworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_sun_bleached_cloak_77367.png
77368,Saltworn Ring,Ingredient,Ore,Uncommon,Tailoring,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,ingredient_saltworn_ring_77368.png
77369,Briarbound Bandage,Quest,Quest Item,Uncommon,Woodworking,Glimmerdeep_Mire,Crafting component used across multiple recipes.,quest_briarbound_bandage_77369.png
77370,Sun-bleached Lantern,Ingredient,Hide,Uncommon,Enchanting,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,ingredient_sun_bleached_lantern_77370.png
77371,Sun-bleached Scroll,Gear,Mace,Common,Leatherworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_sun_bleached_scroll_77371.png
77372,Dusk-hushed Scroll (III),Gear,Polearm,Uncommon,None,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_dusk_hushed_scroll_iii_77372.png
77373,Dusk-hushed Cuirass,Gear,Plate,Uncommon,None,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_dusk_hushed_cuirass_77373.png
77374,Frosted Gambeson (I),Tool,Utility,Common,Mining,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,tool_frosted_gambeson_i_77374.png
77375,Frosted Shortsword,Consumable,Food,Common,Smithing,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,consumable_frosted_shortsword_77375.png
77376,Saltworn Buckler,Material,Ingot,Uncommon,Leatherworking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,material_saltworn_buckler_77376.png
77377,Briarbound Ring (III),Consumable,Bandage,Uncommon,Woodworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,consumable_briarbound_ring_iii_77377.png
77378,Dusk-hushed Scroll (II),Gear,Mail,Rare,None,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_dusk_hushed_scroll_ii_77378.png
77379,Glimmering Shortsword,Quest,Quest Item,Uncommon,Alchemy,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,quest_glimmering_shortsword_77379.png
77380,Briarbound Ingot (IV),Key,Key,Uncommon,Cooking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,key_briarbound_ingot_iv_77380.png
77381,Sun-bleached Gloves (I),Gear,Sword,Uncommon,Herbalism,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_sun_bleached_gloves_i_77381.png
77382,Glimmering Shortsword,Ingredient,Wood,Rare,Smithing,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_glimmering_shortsword_77382.png
77383,Frosted Vial,Gear,Axe,Common,Alchemy,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_frosted_vial_77383.png
77384,Sun-bleached Ingot,Gear,Plate,Uncommon,Woodworking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_sun_bleached_ingot_77384.png
77385,Saltworn Boots (IV),Gear,Cloth,Uncommon,Leatherworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_saltworn_boots_iv_77385.png
77386,Stormbit Lantern (III),Gear,Axe,Common,Leatherworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_lantern_iii_77386.png
77387,Saltworn Amulet,Gear,Cloth,Rare,Leatherworking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_saltworn_amulet_77387.png
77388,Briarbound Bandage,Tool,Utility,Rare,Leatherworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,tool_briarbound_bandage_77388.png
77389,Gravemark Longbow,Map,Map,Uncommon,Smithing,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,map_gravemark_longbow_77389.png
77390,Stormbit Hatchet (IV),Quest,Quest Item,Common,Woodworking,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,quest_stormbit_hatchet_iv_77390.png
77391,Sun-bleached Staff (IV),Gear,Staff,Uncommon,Alchemy,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_sun_bleached_staff_iv_77391.png
77392,Sun-bleached Tonic,Key,Key,Rare,Woodworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,key_sun_bleached_tonic_77392.png
77393,Glimmering Key,Ingredient,Herb,Common,None,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,ingredient_glimmering_key_77393.png
77394,Stormbit Staff (IV),Ingredient,Herb,Rare,None,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,ingredient_stormbit_staff_iv_77394.png
77395,Mire-slick Ingot (II),Gear,Staff,Uncommon,Mining,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_mire_slick_ingot_ii_77395.png
77396,Stormbit Cuirass,Consumable,Bandage,Rare,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,consumable_stormbit_cuirass_77396.png
77397,Dusk-hushed Legwraps,Material,Ingot,Uncommon,Cooking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,material_dusk_hushed_legwraps_77397.png
77398,Frosted Map (I),Gear,Dagger,Uncommon,Alchemy,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_frosted_map_i_77398.png
77399,Marketfresh Map,Ingredient,Herb,Uncommon,Leatherworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_marketfresh_map_77399.png
77400,Stormbit Bandage (I),Gear,Dagger,Rare,Mining,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_bandage_i_77400.png
