id,name,category,subcategory,rarity,professions,region,short_uses,file_name
70907,Gravemark Lockpick,Key,Key,Uncommon,Woodworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,key_gravemark_lockpick_70907.png
70908,Mire-slick Shortsword,Material,Leatherworking,Rare,Smithing,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,material_mire_slick_shortsword_70908.png
70909,Mire-slick Shortsword,Ingredient,Ore,Rare,Leatherworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,ingredient_mire_slick_shortsword_70909.png
70910,Sun-bleached Cloak (IV),Tool,Utility,Uncommon,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,tool_sun_bleached_cloak_iv_70910.png
70911,Dusk-hushed Amulet (I),Document,Scroll,Uncommon,Herbalism,Emberford_Marketwalk,Utility item that supports exploration and downtime.,document_dusk_hushed_amulet_i_70911.png
70912,Frosted Cloak (I),Ingredient,Herb,Rare,Alchemy,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,ingredient_frosted_cloak_i_70912.png
70913,Sun-bleached Map,Tool,Utility,Common,Alchemy,Frostbriar_Reach,Utility item that supports exploration and downtime.,tool_sun_bleached_map_70913.png
70914,Briarbound Lockpick,Gear,Shield,Uncommon,None,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_briarbound_lockpick_70914.png
70915,Glimmering Amulet (IV),Quest,Quest Item,Rare,None,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,quest_glimmering_amulet_iv_70915.png
70916,Frosted Scroll,Tool,Utility,Common,Enchanting,Glimmerdeep_Mire,Crafting component used across multiple recipes.,tool_frosted_scroll_70916.png
70917,Sun-bleached Bandage (III),Gear,Mail,Uncommon,Enchanting,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_sun_bleached_bandage_iii_70917.png
70918,Stormbit Cuirass (I),Trinket,Charm,Rare,Woodworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,trinket_stormbit_cuirass_i_70918.png
70919,Sun-bleached Ration (I),Gear,Cloth,Uncommon,Smithing,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_sun_bleached_ration_i_70919.png
70920,Sun-bleached Bandage (I),Ingredient,Ore,Rare,Alchemy,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,ingredient_sun_bleached_bandage_i_70920.png
70921,Gravemark Tonic (II),Profession Tool,Kit,Rare,None,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,profession tool_gravemark_tonic_ii_70921.png
70922,Sun-bleached Bandage (II),Map,Map,Uncommon,Mining,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,map_sun_bleached_bandage_ii_70922.png
70923,Glimmering Bandage,Material,Leatherworking,Uncommon,Smithing,Saltmarrow_Strand,Utility item that supports exploration and downtime.,material_glimmering_bandage_70923.png
70924,Marketfresh Thread (IV),Gear,Leather,Uncommon,Alchemy,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_marketfresh_thread_iv_70924.png
70925,Glimmering Legwraps,Ingredient,Hide,Uncommon,Enchanting,Frostbriar_Reach,Utility item that supports exploration and downtime.,ingredient_glimmering_legwraps_70925.png
70926,Frosted Salve,Gear,Mail,Uncommon,None,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_frosted_salve_70926.png
70927,Stormbit Helm,Gear,Mace,Uncommon,Mining,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_helm_70927.png
70928,Mire-slick Ring (II),Consumable,Food,Rare,Tailoring,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,consumable_mire_slick_ring_ii_70928.png
70929,Sun-bleached Longbow,Ingredient,Ore,Uncommon,Cooking,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,ingredient_sun_bleached_longbow_70929.png
70930,Frosted Ration (I),Gear,Shield,Rare,Leatherworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_frosted_ration_i_70930.png
70931,Marketfresh Scroll (II),Gear,Mail,Uncommon,Herbalism,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_scroll_ii_70931.png
70932,Mire-slick Gambeson (I),Map,Map,Common,Tailoring,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,map_mire_slick_gambeson_i_70932.png
70933,Gravemark Staff,Gear,Sword,Uncommon,Smithing,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_gravemark_staff_70933.png
70934,Stormbit Cuirass,Document,Scroll,Common,Mining,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,document_stormbit_cuirass_70934.png
70935,Dusk-hushed Hatchet,Gear,Leather,Uncommon,Alchemy,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_dusk_hushed_hatchet_70935.png
70936,Briarbound Gambeson,Consumable,Potion,Uncommon,Enchanting,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_briarbound_gambeson_70936.png
70937,Sun-bleached Buckler (I),Consumable,Potion,Uncommon,Mining,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,consumable_sun_bleached_buckler_i_70937.png
70938,Dusk-hushed Thread,Gear,Shield,Uncommon,Woodworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_thread_70938.png
70939,Stormbit Thread,Consumable,Food,Uncommon,Alchemy,Frostbriar_Reach,Crafting component used across multiple recipes.,consumable_stormbit_thread_70939.png
70940,Saltworn Cuirass (II),Consumable,Bandage,Uncommon,Tailoring,Saltmarrow_Strand,Utility item that supports exploration and downtime.,consumable_saltworn_cuirass_ii_70940.png
70941,Glimmering Gloves (II),Ingredient,Ore,Rare,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_glimmering_gloves_ii_70941.png
70942,Mire-slick Boots,Document,Scroll,Rare,Mining,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,document_mire_slick_boots_70942.png
70943,Gravemark Legwraps (IV),Ingredient,Wood,Common,Herbalism,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,ingredient_gravemark_legwraps_iv_70943.png
70944,Stormbit Legwraps,Gear,Polearm,Common,Smithing,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_stormbit_legwraps_70944.png
70945,Glimmering Thread (I),Gear,Axe,Common,Smithing,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_glimmering_thread_i_70945.png
70946,Glimmering Helm,Ingredient,Hide,Common,Smithing,Glimmerdeep_Mire,Crafting component used across multiple recipes.,ingredient_glimmering_helm_70946.png
70947,Gravemark Map (IV),Ingredient,Wood,Uncommon,Cooking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_gravemark_map_iv_70947.png
70948,Stormbit Charm,Gear,Dagger,Rare,Mining,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_stormbit_charm_70948.png
70949,Saltworn Thread (I),Ingredient,Wood,Common,Leatherworking,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_saltworn_thread_i_70949.png
70950,Gravemark Shortsword (IV),Map,Map,Common,None,Emberford_Marketwalk,Crafting component used across multiple recipes.,map_gravemark_shortsword_iv_70950.png
70951,Dusk-hushed Amulet,Ingredient,Wood,Common,Smithing,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,ingredient_dusk_hushed_amulet_70951.png
70952,Gravemark Key (I),Gear,Staff,Rare,Mining,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_key_i_70952.png
70953,Glimmering Shortsword,Gear,Bow,Uncommon,Enchanting,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_glimmering_shortsword_70953.png
70954,Frosted Charm (IV),Quest,Quest Item,Rare,Cooking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,quest_frosted_charm_iv_70954.png
70955,Dusk-hushed Salve,Ingredient,Hide,Common,Tailoring,Glimmerdeep_Mire,Crafting component used across multiple recipes.,ingredient_dusk_hushed_salve_70955.png
70956,Stormbit Boots,Profession Tool,Kit,Common,Alchemy,Saltmarrow_Strand,Utility item that supports exploration and downtime.,profession tool_stormbit_boots_70956.png
70957,Stormbit Scroll,Gear,Mail,Uncommon,Mining,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_stormbit_scroll_70957.png
70958,Saltworn Cuirass (II),Document,Scroll,Uncommon,Herbalism,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,document_saltworn_cuirass_ii_70958.png
70959,Stormbit Tonic (III),Gear,Bow,Uncommon,Tailoring,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_stormbit_tonic_iii_70959.png
70960,Gravemark Key,Material,Thread,Uncommon,Cooking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,material_gravemark_key_70960.png
70961,Ashen Boots (I),Gear,Polearm,Common,Mining,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_ashen_boots_i_70961.png
70962,Ashen Cloak,Gear,Leather,Rare,Woodworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_ashen_cloak_70962.png
70963,Glimmering Boots,Material,Thread,Uncommon,Mining,Frostbriar_Reach,Utility item that supports exploration and downtime.,material_glimmering_boots_70963.png
70964,Gravemark Legwraps (IV),Profession Tool,Kit,Uncommon,Mining,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,profession tool_gravemark_legwraps_iv_70964.png
70965,Ashen Cloak (I),Quest,Quest Item,Uncommon,Alchemy,Saltmarrow_Strand,Utility item that supports exploration and downtime.,quest_ashen_cloak_i_70965.png
70966,Ashen Staff (III),Ingredient,Herb,Uncommon,Alchemy,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,ingredient_ashen_staff_iii_70966.png
70967,Marketfresh Thread (II),Gear,Leather,Common,Tailoring,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_marketfresh_thread_ii_70967.png
70968,Stormbit Helm (III),Gear,Plate,Uncommon,Cooking,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_stormbit_helm_iii_70968.png
70969,Sun-bleached Bandage (III),Consumable,Bandage,Uncommon,Woodworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,consumable_sun_bleached_bandage_iii_70969.png
70970,Ashen Gambeson (IV),Material,Thread,Uncommon,Alchemy,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,material_ashen_gambeson_iv_70970.png
70971,Mire-slick Cuirass,Consumable,Potion,Uncommon,None,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_mire_slick_cuirass_70971.png
70972,Sun-bleached Ring,Material,Ingot,Rare,Tailoring,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,material_sun_bleached_ring_70972.png
70973,Marketfresh Map (II),Consumable,Bandage,Uncommon,Herbalism,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,consumable_marketfresh_map_ii_70973.png
70974,Ashen Salve,Consumable,Food,Uncommon,None,Frostbriar_Reach,Utility item that supports exploration and downtime.,consumable_ashen_salve_70974.png
70975,Mire-slick Hatchet (I),Gear,Shield,Uncommon,Leatherworking,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_mire_slick_hatchet_i_70975.png
70976,Sun-bleached Buckler,Gear,Plate,Uncommon,Smithing,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_sun_bleached_buckler_70976.png
70977,Mire-slick Cloak,Gear,Cloth,Common,Leatherworking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_mire_slick_cloak_70977.png
70978,Sun-bleached Bandage (IV),Gear,Polearm,Uncommon,Tailoring,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_sun_bleached_bandage_iv_70978.png
70979,Ashen Bandage,Gear,Cloth,Uncommon,Herbalism,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_ashen_bandage_70979.png
70980,Marketfresh Charm,Ingredient,Wood,Uncommon,Mining,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,ingredient_marketfresh_charm_70980.png
70981,Glimmering Shortsword (II),Gear,Plate,Uncommon,Leatherworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_glimmering_shortsword_ii_70981.png
70982,Mire-slick Vial (II),Gear,Staff,Common,None,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_mire_slick_vial_ii_70982.png
70983,Dusk-hushed Lockpick (I),Tool,Utility,Uncommon,Tailoring,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,tool_dusk_hushed_lockpick_i_70983.png
70984,Ashen Boots (I),Material,Thread,Uncommon,Cooking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,material_ashen_boots_i_70984.png
70985,Gravemark Lockpick,Gear,Bow,Rare,Herbalism,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_gravemark_lockpick_70985.png
70986,Gravemark Staff,Gear,Plate,Common,Herbalism,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_staff_70986.png
70987,Sun-bleached Staff,Tool,Utility,Common,Herbalism,Emberford_Marketwalk,Crafting component used across multiple recipes.,tool_sun_bleached_staff_70987.png
70988,Marketfresh Salve (I),Gear,Plate,Common,Leatherworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_salve_i_70988.png
70989,Sun-bleached Shortsword,Material,Leatherworking,Uncommon,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,material_sun_bleached_shortsword_70989.png
70990,Marketfresh Lantern (IV),Ingredient,Wood,Common,Mining,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,ingredient_marketfresh_lantern_iv_70990.png
70991,Emberlit Scroll (II),Document,Scroll,Uncommon,None,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,document_emberlit_scroll_ii_70991.png
70992,Glimmering Buckler,Ingredient,Wood,Uncommon,Mining,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_glimmering_buckler_70992.png
70993,Briarbound Staff,Gear,Bow,Uncommon,Leatherworking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_briarbound_staff_70993.png
70994,Dusk-hushed Ration,Ingredient,Ore,Uncommon,Alchemy,Saltmarrow_Strand,Utility item that supports exploration and downtime.,ingredient_dusk_hushed_ration_70994.png
70995,Marketfresh Cloak (III),Material,Leatherworking,Common,Tailoring,Saltmarrow_Strand,Crafting component used across multiple recipes.,material_marketfresh_cloak_iii_70995.png
70996,Frosted Ring,Ingredient,Ore,Uncommon,Alchemy,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,ingredient_frosted_ring_70996.png
70997,Emberlit Cloak (I),Consumable,Potion,Common,Tailoring,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_emberlit_cloak_i_70997.png
70998,Frosted Lantern,Consumable,Food,Rare,Smithing,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_frosted_lantern_70998.png
70999,Frosted Amulet (IV),Consumable,Potion,Uncommon,Woodworking,Emberford_Marketwalk,Crafting component used across multiple recipes.,consumable_frosted_amulet_iv_70999.png
71000,Stormbit Salve (III),Tool,Utility,Uncommon,Alchemy,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,tool_stormbit_salve_iii_71000.png
71001,Briarbound Gloves (IV),Gear,Cloth,Common,Woodworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_briarbound_gloves_iv_71001.png
71002,Stormbit Ingot (I),Gear,Polearm,Common,Enchanting,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_stormbit_ingot_i_71002.png
71003,Sun-bleached Legwraps,Map,Map,Uncommon,Woodworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,map_sun_bleached_legwraps_71003.png
71004,Marketfresh Longbow,Gear,Leather,Common,None,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_longbow_71004.png
71005,Marketfresh Salve (I),Ingredient,Ore,Common,Herbalism,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_marketfresh_salve_i_71005.png
71006,Emberlit Ration (III),Gear,Polearm,Common,Enchanting,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_emberlit_ration_iii_71006.png
71007,Marketfresh Scroll (II),Gear,Polearm,Uncommon,Smithing,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_scroll_ii_71007.png
71008,Gravemark Buckler,Ingredient,Hide,Uncommon,Enchanting,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_gravemark_buckler_71008.png
71009,Stormbit Legwraps,Profession Tool,Kit,Uncommon,Smithing,Frostbriar_Reach,Utility item that supports exploration and downtime.,profession tool_stormbit_legwraps_71009.png
71010,Stormbit Hatchet,Material,Leatherworking,Common,Herbalism,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,material_stormbit_hatchet_71010.png
71011,Mire-slick Tonic,Ingredient,Hide,Common,Smithing,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,ingredient_mire_slick_tonic_71011.png
71012,Frosted Lockpick,Gear,Sword,Common,Cooking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_frosted_lockpick_71012.png
71013,Saltworn Amulet,Map,Map,Common,None,Frostbriar_Reach,Utility item that supports exploration and downtime.,map_saltworn_amulet_71013.png
71014,Emberlit Map (I),Ingredient,Wood,Common,Tailoring,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_emberlit_map_i_71014.png
71015,Gravemark Gloves (I),Key,Key,Common,Leatherworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,key_gravemark_gloves_i_71015.png
71016,Ashen Helm,Gear,Leather,Uncommon,Cooking,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_ashen_helm_71016.png
71017,Glimmering Boots (III),Consumable,Food,Uncommon,Leatherworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,consumable_glimmering_boots_iii_71017.png
71018,Gravemark Ingot (III),Gear,Plate,Uncommon,None,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_gravemark_ingot_iii_71018.png
71019,Saltworn Longbow,Gear,Staff,Uncommon,Leatherworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_saltworn_longbow_71019.png
71020,Gravemark Charm,Gear,Polearm,Uncommon,Tailoring,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_gravemark_charm_71020.png
71021,Stormbit Gloves,Gear,Bow,Common,Woodworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_gloves_71021.png
71022,Gravemark Bandage,Gear,Shield,Uncommon,Herbalism,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_gravemark_bandage_71022.png
71023,Ashen Amulet,Ingredient,Herb,Common,Smithing,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_ashen_amulet_71023.png
71024,Ashen Thread,Ingredient,Herb,Uncommon,Herbalism,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,ingredient_ashen_thread_71024.png
71025,Ashen Scroll,Quest,Quest Item,Uncommon,None,Emberford_Marketwalk,Utility item that supports exploration and downtime.,quest_ashen_scroll_71025.png
71026,Dusk-hushed Legwraps,Consumable,Potion,Common,Woodworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,consumable_dusk_hushed_legwraps_71026.png
71027,Mire-slick Gloves (IV),Material,Thread,Uncommon,None,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,material_mire_slick_gloves_iv_71027.png
71028,Frosted Salve,Ingredient,Wood,Uncommon,Smithing,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_frosted_salve_71028.png
71029,Mire-slick Key,Ingredient,Hide,Uncommon,Leatherworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_mire_slick_key_71029.png
71030,Glimmering Ingot (I),Ingredient,Wood,Uncommon,Woodworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,ingredient_glimmering_ingot_i_71030.png
71031,Emberlit Charm (II),Gear,Cloth,Uncommon,Cooking,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_emberlit_charm_ii_71031.png
71032,Mire-slick Thread,Document,Scroll,Uncommon,Leatherworking,Frostbriar_Reach,Crafting component used across multiple recipes.,document_mire_slick_thread_71032.png
71033,Briarbound Helm,Gear,Mace,Uncommon,Tailoring,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_briarbound_helm_71033.png
71034,Marketfresh Longbow,Material,Thread,Common,Enchanting,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,material_marketfresh_longbow_71034.png
71035,Sun-bleached Hatchet,Material,Thread,Uncommon,Tailoring,Glimmerdeep_Mire,Crafting component used across multiple recipes.,material_sun_bleached_hatchet_71035.png
71036,Emberlit Lockpick,Quest,Quest Item,Uncommon,Enchanting,Saltmarrow_Strand,Utility item that supports exploration and downtime.,quest_emberlit_lockpick_71036.png
71037,Dusk-hushed Lockpick,Gear,Sword,Uncommon,Tailoring,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_dusk_hushed_lockpick_71037.png
71038,Mire-slick Staff (IV),Trinket,Charm,Common,Tailoring,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,trinket_mire_slick_staff_iv_71038.png
71039,Glimmering Thread (II),Trinket,Charm,Uncommon,Smithing,Frostbriar_Reach,Utility item that supports exploration and downtime.,trinket_glimmering_thread_ii_71039.png
71040,Frosted Gambeson,Trinket,Charm,Common,Alchemy,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,trinket_frosted_gambeson_71040.png
71041,Ashen Staff,Key,Key,Uncommon,Cooking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,key_ashen_staff_71041.png
71042,Glimmering Vial,Key,Key,Common,Enchanting,Emberford_Marketwalk,Crafting component used across multiple recipes.,key_glimmering_vial_71042.png
71043,Mire-slick Ring (I),Consumable,Bandage,Common,Woodworking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,consumable_mire_slick_ring_i_71043.png
71044,Emberlit Salve,Material,Leatherworking,Uncommon,Herbalism,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,material_emberlit_salve_71044.png
71045,Mire-slick Lantern,Tool,Utility,Common,Smithing,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,tool_mire_slick_lantern_71045.png
71046,Glimmering Tonic,Gear,Dagger,Uncommon,Cooking,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_glimmering_tonic_71046.png
71047,Mire-slick Scroll,Gear,Dagger,Rare,Leatherworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_mire_slick_scroll_71047.png
71048,Mire-slick Hatchet (I),Gear,Axe,Uncommon,Leatherworking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_mire_slick_hatchet_i_71048.png
71049,Gravemark Cuirass,Quest,Quest Item,Uncommon,Mining,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,quest_gravemark_cuirass_71049.png
71050,Stormbit Tonic,Key,Key,Uncommon,Enchanting,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,key_stormbit_tonic_71050.png
71051,Marketfresh Buckler,Map,Map,Uncommon,Woodworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,map_marketfresh_buckler_71051.png
71052,Mire-slick Amulet (I),Gear,Plate,Uncommon,Herbalism,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_mire_slick_amulet_i_71052.png
71053,Gravemark Vial (III),Map,Map,Common,Tailoring,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,map_gravemark_vial_iii_71053.png
71054,Stormbit Vial,Gear,Polearm,Uncommon,Enchanting,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_vial_71054.png
71055,Ashen Lantern (IV),Tool,Utility,Common,Alchemy,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,tool_ashen_lantern_iv_71055.png
71056,Glimmering Buckler,Gear,Mace,Uncommon,Leatherworking,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_glimmering_buckler_71056.png
71057,Ashen Ring,Profession Tool,Kit,Common,Herbalism,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,profession tool_ashen_ring_71057.png
71058,Marketfresh Vial,Gear,Sword,Uncommon,None,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_vial_71058.png
71059,Glimmering Gambeson,Gear,Axe,Uncommon,Herbalism,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_glimmering_gambeson_71059.png
71060,Glimmering Salve,Gear,Staff,Uncommon,Herbalism,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_glimmering_salve_71060.png
71061,Ashen Vial,Gear,Dagger,Uncommon,Mining,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_ashen_vial_71061.png
71062,Glimmering Amulet (IV),Gear,Mace,Rare,Leatherworking,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_glimmering_amulet_iv_71062.png
71063,Gravemark Longbow,Gear,Shield,Common,Mining,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_gravemark_longbow_71063.png
71064,Glimmering Tonic,Gear,Axe,Uncommon,Cooking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_glimmering_tonic_71064.png
71065,Saltworn Longbow,Gear,Plate,Common,Cooking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_saltworn_longbow_71065.png
71066,Briarbound Buckler,Consumable,Food,Rare,Leatherworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,consumable_briarbound_buckler_71066.png
71067,Sun-bleached Boots (III),Gear,Axe,Common,Woodworking,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_sun_bleached_boots_iii_71067.png
71068,Ashen Scroll,Gear,Mail,Common,Smithing,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_ashen_scroll_71068.png
71069,Saltworn Amulet,Consumable,Food,Common,Herbalism,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,consumable_saltworn_amulet_71069.png
71070,Saltworn Ring,Gear,Mail,Uncommon,Leatherworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_saltworn_ring_71070.png
71071,Sun-bleached Ration (I),Material,Ingot,Common,Tailoring,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,material_sun_bleached_ration_i_71071.png
71072,Mire-slick Staff,Profession Tool,Kit,Common,Woodworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,profession tool_mire_slick_staff_71072.png
71073,Ashen Lantern,Gear,Plate,Rare,Cooking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_ashen_lantern_71073.png
71074,Gravemark Lantern,Trinket,Charm,Uncommon,Leatherworking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,trinket_gravemark_lantern_71074.png
